velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
395.0,13.6,1,1,1,0,1,1,1,2
436.0,12.1,0,1,0,1,0,0,0,0
241.0,8.0,1,1,1,2,0,0,1,2
401.0,19.9,0,1,0,0,0,1,0,0
784.0,14.5,1,1,0,0,0,0,0,0
648.0,14.8,0,0,0,2,0,1,1,2
761.0,11.9,0,1,1,2,1,0,0,2
388.0,3.1,1,0,1,0,0,0,1,3
333.0,12.6,0,0,0,2,0,0,0,2
243.0,10.6,0,0,1,2,1,1,0,3
535.0,9.5,1,0,1,0,1,0,1,3
686.0,10.4,0,0,0,1,0,1,1,2
786.0,17.3,0,0,0,0,1,0,0,2
324.0,17.5,1,1,0,1,1,0,1,0
242.0,17.6,0,1,0,1,1,0,1,0
467.0,12.2,1,1,1,0,1,1,1,2
438.0,15.5,0,0,1,2,1,1,1,3
568.0,6.8,1,1,1,2,0,1,1,2
547.0,4.8,0,1,1,2,1,0,1,2
547.0,13.3,0,1,1,0,1,1,1,2
777.0,18.3,1,0,1,1,0,0,1,3
686.0,14.2,1,1,0,2,1,0,0,0
497.0,18.7,1,0,0,2,0,1,0,2
316.0,9.9,0,1,0,2,0,1,1,0
703.0,9.5,0,0,0,2,0,0,1,2
233.0,17.8,0,0,0,2,1,0,0,2
420.0,12.3,0,1,1,0,1,1,0,2
397.0,6.3,1,0,1,0,1,1,0,3
221.0,2.6,0,0,1,2,0,0,0,3
406.0,6.7,1,0,0,2,1,0,1,2
324.0,2.1,1,0,0,1,0,0,0,2
582.0,19.8,0,1,1,0,0,1,1,2
375.0,4.8,1,0,0,1,0,1,0,2
755.0,4.9,0,1,0,1,0,1,1,0
640.0,15.0,0,1,1,0,0,1,0,2
277.0,19.0,0,0,0,1,1,0,1,2
667.0,5.0,1,0,0,2,0,1,1,2
758.0,6.0,1,1,0,2,1,1,1,0
229.0,8.3,1,0,1,1,0,1,0,3
443.0,10.9,1,0,1,2,1,1,1,3
736.0,3.4,1,0,0,0,1,0,1,2
296.0,2.8,1,1,1,0,1,1,1,2
688.0,2.0,0,1,1,2,1,0,1,2
275.0,19.9,0,0,1,2,0,0,1,3
350.0,13.7,1,0,0,2,0,1,1,2
596.0,18.2,1,0,0,0,0,0,0,2
216.0,15.8,1,1,1,0,0,1,0,2
670.0,18.3,0,1,0,1,0,0,0,0
604.0,9.2,1,1,0,2,0,1,0,0
769.0,16.5,0,1,0,0,0,1,0,0
204.0,19.5,0,0,0,2,0,1,1,2
317.0,11.3,1,0,0,0,0,1,1,2
451.0,16.6,1,0,1,1,0,1,0,3
630.0,19.3,1,0,1,2,1,1,1,3
493.0,15.2,1,0,1,2,0,0,1,3
266.0,2.2,1,0,1,2,0,1,0,3
230.0,16.4,1,1,0,0,1,0,0,0
408.0,3.9,1,0,0,0,0,1,0,2
296.0,19.0,1,0,0,0,0,1,1,2
306.0,17.8,1,0,1,1,0,1,0,3
377.0,7.8,1,1,1,2,0,0,1,2
550.0,13.4,1,0,0,2,0,0,0,2
671.0,19.5,0,1,1,2,1,0,0,2
325.0,7.9,1,1,1,0,0,1,1,2
458.0,15.5,0,0,1,0,0,1,1,3
634.0,7.9,1,1,1,2,0,0,1,2
716.0,11.2,0,1,0,2,0,1,0,0
325.0,18.9,0,1,1,0,1,0,1,2
704.0,10.3,0,0,0,2,0,1,1,2
461.0,2.3,0,0,1,0,1,0,1,3
588.0,11.1,0,1,0,1,1,1,0,0
479.0,7.8,1,0,1,1,1,0,1,3
647.0,17.4,0,0,0,1,1,1,1,2
633.0,16.5,1,1,1,1,0,0,1,2
511.0,15.9,1,0,0,1,0,0,1,2
772.0,14.6,1,1,1,2,0,0,0,2
742.0,19.8,1,0,0,1,0,0,0,2
403.0,7.1,1,1,0,2,0,1,0,0
272.0,3.5,1,1,0,1,1,0,1,0
288.0,14.5,0,1,0,0,0,0,0,0
355.0,13.4,0,1,1,0,0,1,0,2
592.0,8.6,0,0,0,1,1,0,1,2
312.0,2.3,1,1,0,0,1,1,0,0
538.0,8.7,1,1,1,2,1,0,1,2
650.0,5.0,0,1,0,0,0,1,1,0
324.0,4.7,0,1,1,1,0,0,0,2
385.0,17.9,1,1,0,1,1,1,1,0
227.0,11.1,1,1,1,0,1,0,0,2
269.0,11.3,0,1,0,0,1,0,0,0
425.0,4.6,0,1,1,1,1,0,1,2
365.0,18.8,1,0,0,0,0,1,0,2
328.0,8.7,1,1,1,0,1,1,1,2
396.0,12.6,0,0,0,0,0,1,1,2
265.0,3.4,0,1,1,2,0,0,0,2
637.0,11.7,1,0,0,2,0,0,1,2
556.0,3.5,0,0,0,2,0,0,1,2
357.0,10.0,0,0,1,0,0,0,1,3
281.0,17.6,0,1,1,1,0,1,0,2
225.0,2.8,1,1,1,2,1,1,1,2
608.0,9.2,1,0,1,1,0,0,0,3
328.0,6.6,0,1,1,0,0,0,1,2
459.0,5.5,0,0,0,2,0,1,0,2
554.0,9.2,0,1,1,0,1,1,0,2
414.0,18.6,1,1,1,1,1,0,1,2
222.0,10.4,1,1,0,1,0,0,0,0
514.0,13.1,0,0,0,1,1,0,1,2
763.0,17.1,0,1,0,0,0,1,0,0
277.0,4.1,1,0,1,0,1,1,1,3
426.0,8.2,1,0,1,0,0,0,1,3
389.0,2.7,0,1,1,1,1,1,0,2
345.0,3.7,1,1,1,2,1,0,0,2
579.0,6.9,1,0,1,2,0,0,0,3
422.0,13.0,0,0,1,0,0,1,1,3
388.0,9.9,0,0,0,1,1,0,1,2
302.0,5.5,0,0,0,0,0,0,1,2
418.0,2.9,0,1,1,2,1,1,0,2
795.0,10.8,0,1,0,0,0,0,0,0
721.0,2.7,1,1,1,0,1,1,0,2
258.0,5.3,0,1,0,0,1,1,0,0
579.0,3.1,1,0,0,2,1,0,0,2
490.0,12.3,0,0,1,1,1,0,1,3
607.0,4.8,1,0,0,2,0,0,1,2
764.0,8.7,0,0,1,1,0,0,1,3
254.0,6.0,1,0,0,0,0,1,1,2
532.0,18.2,1,0,0,2,1,1,0,2
241.0,13.4,1,0,0,2,0,0,1,2
423.0,9.6,0,0,1,2,0,0,0,3
470.0,16.7,1,0,0,2,0,1,0,2
251.0,16.7,1,0,1,1,0,0,1,3
346.0,14.8,1,1,1,2,1,1,0,2
543.0,11.2,0,0,0,2,0,0,1,2
335.0,11.4,0,0,0,2,0,0,0,2
632.0,16.6,0,0,1,2,0,0,1,3
600.0,4.7,0,0,0,1,0,0,0,2
498.0,12.1,0,0,1,1,0,1,1,3
535.0,18.6,1,0,0,0,1,1,0,2
394.0,16.9,1,1,0,2,0,1,0,0
530.0,9.9,1,0,0,1,0,1,0,2
393.0,15.9,0,1,1,0,0,0,1,2
744.0,4.7,0,0,1,2,0,0,0,3
250.0,18.4,1,0,0,2,0,0,0,2
322.0,11.2,1,0,1,1,0,1,0,3
351.0,16.3,0,1,1,1,1,1,1,2
673.0,11.5,1,1,0,2,1,0,1,0
471.0,13.0,0,0,0,0,0,1,1,2
533.0,9.0,0,1,0,2,0,0,1,0
377.0,5.0,1,1,1,2,0,0,1,2
361.0,11.4,0,0,1,0,0,0,0,3
589.0,19.8,1,1,1,0,1,1,1,2
612.0,2.5,1,1,1,2,1,0,1,2
511.0,8.3,1,1,0,2,0,0,0,0
622.0,3.7,0,1,1,2,1,0,1,2
664.0,14.4,0,1,1,0,0,1,0,2
261.0,7.9,1,0,1,2,1,1,1,3
341.0,19.7,0,1,0,2,0,1,1,0
573.0,5.1,0,0,1,1,1,1,1,3
724.0,10.4,0,1,0,0,1,1,1,0
687.0,19.8,0,0,1,0,0,1,0,3
550.0,5.6,1,0,1,0,0,1,0,3
466.0,4.1,0,0,1,0,0,0,0,3
219.0,13.8,1,0,1,0,1,0,0,3
753.0,3.4,1,0,1,1,0,0,1,3
647.0,9.2,0,0,1,1,1,1,0,3
371.0,7.1,1,0,1,2,1,1,0,3
503.0,10.8,0,1,1,2,0,1,1,2
344.0,3.7,0,0,1,1,0,0,1,3
749.0,18.0,1,1,1,1,0,1,0,2
469.0,3.4,0,0,1,2,1,1,1,3
712.0,18.6,0,1,0,1,0,0,1,0
572.0,16.4,1,1,0,2,1,1,0,0
515.0,17.2,1,0,1,0,0,1,1,3
744.0,14.9,1,0,1,2,0,1,0,3
283.0,19.6,1,1,0,1,1,0,1,0
239.0,16.4,1,1,1,0,0,0,0,2
598.0,9.6,0,0,1,0,0,0,0,3
749.0,16.8,1,1,1,0,1,0,1,2
280.0,19.0,1,1,1,0,0,1,0,2
346.0,17.6,0,1,1,2,1,1,0,2
440.0,13.4,1,1,1,0,0,0,0,2
759.0,18.5,0,0,1,1,0,1,0,3
712.0,12.0,1,1,1,1,0,0,1,2
783.0,5.9,0,0,0,0,1,1,0,2
664.0,5.2,0,1,0,0,1,0,1,0
409.0,14.6,0,0,0,0,1,1,1,2
232.0,8.3,1,1,1,2,0,0,0,2
569.0,3.7,1,1,0,0,0,0,0,0
737.0,3.2,1,0,0,2,1,0,0,2
468.0,4.3,0,0,0,2,0,1,0,2
435.0,15.9,1,0,1,0,0,1,0,3
676.0,2.8,1,1,0,2,1,1,0,0
440.0,15.9,1,1,1,1,1,1,0,2
640.0,2.1,1,0,1,2,1,0,0,3
325.0,3.4,1,0,1,1,0,0,1,3
580.0,17.7,1,1,1,0,1,1,1,2
542.0,16.9,1,1,0,1,0,0,1,0
463.0,12.5,1,1,0,2,0,1,0,0
397.0,6.1,1,0,1,1,1,0,0,3
569.0,2.9,0,1,1,0,1,0,0,2
769.0,9.0,0,0,1,0,1,0,1,3
384.0,16.1,0,0,0,0,1,1,1,2
234.0,11.8,1,1,1,0,1,1,0,2
727.0,16.7,0,1,0,0,0,0,0,0
211.0,14.2,1,1,0,0,0,0,0,0
238.0,18.2,1,1,0,2,0,1,1,0
286.0,15.7,1,0,1,1,1,0,0,3
648.0,5.2,0,1,0,0,1,1,1,0
241.0,6.0,1,0,1,2,1,1,1,3
497.0,7.3,1,1,0,2,0,1,1,0
283.0,6.8,1,1,0,0,1,0,0,0
534.0,4.4,1,1,0,0,0,1,0,0
492.0,16.3,1,0,0,0,0,0,0,2
386.0,7.4,0,0,0,1,0,1,0,2
543.0,11.1,0,0,0,1,0,0,1,2
384.0,19.0,1,0,1,2,0,1,1,3
704.0,7.3,0,0,0,2,1,0,0,2
756.0,12.9,0,0,1,0,1,0,1,3
511.0,11.2,0,0,0,0,0,1,0,2
274.0,18.1,1,1,1,1,0,0,1,2
393.0,19.1,0,1,0,1,1,0,1,0
693.0,19.7,0,0,0,0,1,0,0,2
325.0,6.3,0,1,0,2,0,0,0,0
276.0,18.8,0,1,0,0,1,1,0,0
778.0,17.3,0,1,1,0,0,1,1,2
531.0,11.1,1,1,0,2,0,0,0,0
477.0,12.8,0,1,0,1,0,0,0,0
754.0,2.2,0,0,0,0,1,0,0,2
522.0,17.7,0,1,1,1,1,0,0,2
497.0,6.2,0,1,1,1,0,1,0,2
380.0,11.2,0,1,1,1,1,0,1,2
605.0,14.2,1,1,0,1,1,0,1,0
628.0,16.5,1,0,1,1,1,0,1,3
281.0,16.3,1,1,0,0,0,0,0,0
668.0,13.5,1,0,1,2,0,0,1,3
465.0,7.6,0,1,1,2,1,1,0,2
451.0,17.2,1,0,0,2,0,0,1,2
743.0,7.3,0,0,1,0,1,0,0,3
294.0,17.1,1,0,1,2,1,1,0,3
494.0,6.9,1,1,1,1,0,1,1,2
471.0,9.3,1,0,1,0,0,1,1,3
561.0,8.9,1,0,1,0,0,0,0,3
333.0,14.5,1,0,0,1,1,1,0,2
348.0,13.7,1,0,0,0,0,0,1,2
231.0,6.2,0,0,1,1,0,1,0,3
686.0,7.6,0,0,1,1,1,0,0,3
257.0,15.3,0,1,0,2,1,1,0,0
568.0,3.3,0,0,0,2,0,1,0,2
218.0,18.2,1,1,1,0,1,0,1,2
555.0,17.9,0,0,1,2,1,1,1,3
337.0,2.3,0,1,0,1,1,1,0,0
599.0,15.8,1,0,0,0,0,0,1,2
660.0,2.1,1,0,0,1,0,1,0,2
787.0,7.5,0,0,0,2,1,0,0,2
647.0,6.8,0,1,1,1,1,1,1,2
768.0,16.2,1,0,1,2,0,1,0,3
759.0,4.6,0,0,0,1,1,0,0,2
369.0,7.3,1,1,1,1,0,0,0,2
440.0,15.2,0,0,1,1,1,0,0,3
447.0,2.6,1,1,1,1,1,0,0,2
408.0,7.0,0,1,1,2,1,0,0,2
644.0,20.0,0,1,1,1,1,0,0,2
430.0,17.4,0,0,1,0,0,1,0,3
753.0,13.8,1,1,1,0,1,1,0,2
535.0,9.8,1,1,0,1,1,0,0,0
383.0,15.3,1,0,0,2,1,1,0,2
707.0,9.5,0,1,0,1,0,1,1,0
610.0,3.3,1,1,1,0,0,0,1,2
390.0,11.1,1,0,1,2,0,0,1,3
737.0,13.7,1,0,1,1,0,0,0,3
468.0,12.4,1,0,0,0,1,0,0,2
264.0,11.3,1,1,0,2,0,0,0,0
689.0,19.7,0,0,0,1,1,1,1,2
623.0,2.1,1,1,0,1,1,1,1,0
223.0,9.1,1,0,1,1,1,0,1,3
282.0,4.7,0,1,1,0,1,1,1,2
736.0,8.9,0,0,0,2,1,1,1,2
224.0,8.4,0,1,0,1,1,1,0,0
530.0,2.8,0,1,1,1,0,0,1,2
236.0,4.6,1,1,1,2,1,0,1,2
699.0,15.8,1,0,0,0,0,0,0,2
295.0,9.3,1,1,1,1,0,0,0,2
560.0,18.4,0,0,1,1,0,0,0,3
791.0,19.9,0,0,1,0,1,0,0,3
599.0,17.9,0,0,0,2,0,1,0,2
441.0,13.7,0,0,0,2,1,1,0,2
420.0,12.0,1,0,0,2,1,0,1,2
771.0,15.3,1,1,1,0,0,0,1,2
553.0,2.1,0,0,0,1,0,1,0,2
798.0,4.1,0,0,1,0,0,0,1,3
237.0,2.8,0,0,0,0,1,1,1,2
687.0,16.6,1,0,0,1,1,0,1,2
311.0,4.7,0,1,0,0,1,1,0,0
404.0,18.5,0,1,0,0,1,1,0,0
589.0,12.8,0,0,1,2,1,0,1,3
684.0,19.9,1,0,0,0,1,0,1,2
541.0,15.0,1,1,1,1,0,1,1,2
263.0,3.6,1,0,0,1,1,1,1,2
202.0,10.8,0,1,1,2,0,1,1,2
723.0,5.1,1,0,1,2,1,0,0,3
364.0,3.4,0,1,1,0,1,1,0,2
603.0,12.8,0,0,0,0,1,0,1,2
665.0,8.4,1,1,1,2,1,0,1,2
621.0,10.1,1,0,1,2,1,0,0,3
261.0,10.1,1,1,1,0,0,0,0,2
665.0,4.0,0,1,0,1,1,1,0,0
736.0,2.1,1,1,0,1,0,0,0,0
676.0,18.6,0,1,1,2,1,0,1,2
506.0,8.3,1,1,0,2,0,1,0,0
320.0,3.2,1,0,0,1,0,1,1,2
575.0,8.7,1,0,0,2,1,1,1,2
620.0,14.2,0,0,0,1,1,0,0,2
363.0,12.0,1,0,0,1,1,1,0,2
585.0,7.2,0,0,0,0,0,1,0,2
725.0,6.9,1,1,1,0,1,1,0,2
429.0,13.3,0,1,0,1,1,1,1,0
519.0,8.9,1,0,0,0,0,0,1,2
630.0,12.9,1,1,0,2,0,1,0,0
645.0,6.3,0,0,0,0,1,1,0,2
587.0,8.3,1,0,1,0,0,1,0,3
517.0,17.0,1,0,1,1,0,1,0,3
622.0,12.0,1,1,0,1,0,1,1,0
708.0,9.1,0,0,1,1,0,0,0,3
738.0,5.8,0,0,0,1,1,0,0,2
457.0,12.9,1,0,0,1,1,0,0,2
627.0,9.3,0,0,1,0,0,0,0,3
442.0,7.8,0,0,1,0,1,0,1,3
717.0,13.5,1,1,1,0,0,1,0,2
698.0,12.6,1,1,0,2,0,0,1,0
652.0,5.8,0,0,1,2,1,1,1,3
494.0,15.8,0,0,1,1,1,1,0,3
523.0,16.0,1,1,0,2,1,0,1,0
681.0,13.0,1,1,1,2,1,0,0,2
229.0,13.0,1,1,1,2,1,1,0,2
541.0,7.3,0,0,0,0,0,0,1,2
344.0,9.2,0,0,1,2,1,0,0,3
562.0,17.5,0,0,1,1,0,1,1,3
486.0,17.1,1,0,0,2,1,0,0,2
583.0,17.5,0,1,1,2,0,1,0,2
256.0,17.4,1,0,1,0,1,1,0,3
756.0,17.1,1,0,0,2,0,0,0,2
550.0,10.5,1,0,1,1,0,0,0,3
377.0,8.3,1,1,1,1,1,0,1,2
678.0,19.2,0,1,0,1,0,1,0,0
609.0,15.7,1,1,0,2,1,0,0,0
469.0,2.3,0,0,1,1,1,0,1,3
367.0,4.8,1,0,0,1,1,1,0,2
392.0,14.3,0,1,1,2,0,0,0,2
231.0,15.7,1,0,1,1,1,1,0,3
431.0,4.0,0,1,1,2,0,0,1,2
508.0,12.1,1,1,0,1,0,0,1,0
705.0,12.2,1,1,1,0,1,1,0,2
588.0,9.3,1,0,0,0,1,1,1,2
331.0,11.9,1,1,1,2,0,0,0,2
778.0,2.9,0,0,0,2,0,0,0,2
333.0,9.4,1,1,1,2,1,1,1,2
571.0,5.1,0,1,1,1,1,1,1,2
397.0,13.1,0,1,0,2,1,0,0,0
273.0,11.9,1,0,1,0,0,0,0,3
694.0,2.1,0,0,0,0,1,1,0,2
554.0,19.3,1,0,0,2,0,0,0,2
515.0,9.2,1,0,0,0,0,0,1,2
380.0,6.0,0,1,1,2,0,1,0,2
667.0,10.9,0,0,1,1,1,0,1,3
712.0,13.0,1,1,0,1,0,0,0,0
702.0,19.1,0,1,1,1,1,1,1,2
243.0,19.1,0,0,0,2,1,0,1,2
319.0,15.0,0,1,0,2,1,0,1,0
274.0,15.5,0,1,0,1,0,0,1,0
383.0,8.4,1,0,1,2,0,0,0,3
268.0,7.8,0,0,1,1,0,0,0,3
306.0,8.4,0,1,1,2,1,0,1,2
624.0,8.8,0,0,0,1,0,0,1,2
601.0,12.7,0,1,0,0,0,1,0,0
370.0,11.3,0,0,0,2,0,0,0,2
695.0,8.4,1,1,0,1,1,0,0,0
601.0,15.8,0,0,0,1,0,0,1,2
459.0,19.7,0,0,0,2,1,1,0,2
213.0,11.7,1,1,1,1,1,0,0,2
594.0,8.3,0,0,1,1,1,1,0,3
670.0,15.6,1,0,0,2,1,0,1,2
334.0,5.4,1,0,1,0,0,1,1,3
271.0,12.8,1,0,0,0,0,1,1,2
389.0,7.1,0,0,1,1,0,1,0,3
621.0,5.4,0,0,1,2,0,1,1,3
778.0,11.6,0,0,0,2,1,1,0,2
435.0,4.1,1,1,1,0,0,1,1,2
698.0,11.7,0,0,1,2,1,1,0,3
657.0,17.5,1,0,0,0,0,0,0,2
732.0,15.3,1,1,1,2,1,1,1,2
598.0,13.4,1,0,0,0,0,0,0,2
768.0,3.3,0,0,1,0,1,0,1,3
750.0,3.6,0,0,1,1,0,1,0,3
220.0,16.8,0,1,1,1,1,1,0,2
510.0,16.2,0,0,0,1,0,1,1,2
397.0,4.6,0,1,0,0,1,1,0,0
708.0,10.6,0,0,1,2,1,1,1,3
446.0,19.3,0,1,1,0,1,0,0,2
748.0,16.4,1,1,0,2,1,1,0,0
745.0,10.0,0,1,1,2,0,0,1,2
419.0,9.6,0,0,0,1,0,0,1,2
545.0,10.6,0,1,1,0,0,1,0,2
217.0,2.6,0,0,0,1,0,0,0,2
414.0,13.6,1,0,1,2,1,0,1,3
595.0,9.8,0,0,0,2,0,0,0,2
327.0,4.0,1,1,0,2,0,0,1,0
295.0,2.2,1,0,1,0,0,1,0,3
772.0,13.0,1,1,1,0,0,1,0,2
550.0,12.7,0,0,1,1,1,0,0,3
539.0,15.9,1,0,0,0,1,0,0,2
692.0,4.2,0,0,1,1,0,0,0,3
534.0,3.1,0,1,0,1,1,1,0,0
588.0,17.1,1,0,0,1,1,1,1,2
384.0,4.1,1,0,1,1,0,1,0,3
427.0,4.2,0,1,1,1,0,0,0,2
364.0,18.9,0,1,0,1,0,0,1,0
559.0,4.2,1,1,0,1,1,1,1,0
557.0,10.3,0,1,0,0,0,0,0,0
299.0,17.9,1,0,1,1,1,1,0,3
659.0,6.7,1,0,0,0,1,0,1,2
316.0,10.1,0,1,0,0,0,0,0,0
611.0,19.6,0,1,0,1,0,0,1,0
238.0,7.3,0,1,1,1,0,0,1,2
751.0,15.8,1,0,1,1,0,0,1,3
236.0,13.4,0,0,1,1,1,0,0,3
239.0,15.0,1,0,1,2,0,0,1,3
252.0,8.7,1,0,0,1,0,0,1,2
472.0,14.9,1,1,1,0,1,0,0,2
530.0,12.4,1,1,1,1,0,1,1,2
291.0,17.7,1,0,1,1,1,0,1,3
650.0,7.1,1,1,0,0,1,1,0,0
274.0,3.5,0,0,0,1,0,1,1,2
763.0,7.9,0,0,1,2,0,1,0,3
461.0,15.4,1,0,1,1,0,0,0,3
526.0,11.3,0,1,0,0,1,1,0,0
660.0,11.6,0,0,1,0,1,0,0,3
698.0,4.7,0,1,1,2,0,1,0,2
678.0,4.8,0,1,1,0,0,1,1,2
402.0,4.7,1,1,0,1,0,1,0,0
647.0,10.1,1,0,0,0,0,1,1,2
252.0,11.6,1,1,1,0,0,1,0,2
577.0,19.0,1,0,0,0,0,0,0,2
414.0,7.6,1,0,1,1,0,0,0,3
210.0,3.8,1,1,0,1,0,1,0,0
675.0,10.3,1,1,0,1,1,1,0,0
728.0,11.6,0,1,1,2,0,0,1,2
276.0,12.7,1,0,0,0,1,1,1,2
299.0,17.8,1,0,0,1,0,1,0,2
277.0,9.8,0,1,0,1,0,0,0,0
800.0,2.9,1,1,1,0,1,1,1,2
234.0,18.1,0,1,1,0,0,1,1,2
617.0,9.2,0,1,1,1,1,0,1,2
224.0,2.4,0,1,0,1,0,1,0,0
590.0,7.2,0,1,1,1,1,0,1,2
782.0,10.2,0,0,0,2,0,1,0,2
303.0,18.9,1,1,1,2,0,1,0,2
614.0,2.8,1,0,1,2,1,0,0,3
621.0,17.7,1,0,0,1,0,0,0,2
396.0,3.6,0,1,0,2,0,1,0,0
730.0,13.8,1,1,0,0,0,0,1,0
618.0,4.7,0,1,1,0,0,0,1,2
328.0,8.1,0,0,1,1,1,1,1,3
285.0,17.5,0,0,0,1,1,1,1,2
706.0,12.7,1,1,0,1,0,1,0,0
221.0,17.1,1,0,0,1,0,0,1,2
721.0,6.5,0,0,1,0,1,1,0,3
256.0,10.6,0,0,0,0,1,1,0,2
723.0,5.7,0,0,0,0,0,0,0,2
353.0,17.3,0,0,1,1,1,1,1,3
684.0,12.0,0,1,1,2,0,1,1,2
800.0,11.5,0,1,1,1,0,1,1,2
369.0,7.1,0,1,0,2,1,1,0,0
708.0,3.9,1,0,0,1,0,1,1,2
672.0,11.5,0,0,1,2,1,0,0,3
673.0,4.8,1,0,0,1,1,1,1,2
396.0,3.3,0,0,1,2,1,1,0,3
696.0,14.9,0,0,0,0,1,0,1,2
767.0,14.8,1,1,1,2,0,0,1,2
207.0,2.7,1,0,0,2,1,1,0,2
684.0,16.7,0,1,1,0,1,0,0,2
251.0,18.4,0,1,0,2,0,1,1,0
324.0,17.7,0,0,1,0,0,1,0,3
429.0,5.9,0,0,1,2,1,0,0,3
792.0,15.7,1,1,0,1,1,0,1,0
635.0,14.3,0,1,0,1,0,1,1,0
794.0,14.0,1,0,0,2,0,0,0,2
434.0,3.6,1,1,1,0,0,0,1,2
634.0,9.7,0,1,0,1,0,1,0,0
602.0,2.1,0,1,0,1,0,1,0,0
203.0,19.6,0,1,0,2,1,0,1,0
256.0,6.3,0,0,1,0,0,1,0,3
208.0,19.3,1,0,1,2,0,1,0,3
482.0,15.9,1,0,1,2,1,1,0,3
546.0,5.8,0,0,0,2,0,1,1,2
225.0,9.7,0,0,0,1,0,0,1,2
349.0,12.8,1,1,1,1,0,0,1,2
671.0,2.8,1,0,1,2,0,1,1,3
273.0,12.0,1,0,0,2,1,1,1,2
612.0,8.3,1,1,1,1,0,1,0,2
472.0,3.5,0,0,1,2,1,0,1,3
248.0,14.5,0,0,1,1,0,1,1,3
641.0,12.2,0,1,1,1,0,1,1,2
708.0,16.6,1,0,0,0,1,1,1,2
520.0,18.2,1,0,1,0,1,0,1,3
527.0,5.5,1,0,1,1,0,1,1,3
233.0,13.8,0,1,1,0,0,0,0,2
771.0,7.8,0,0,1,0,1,1,0,3
727.0,12.1,0,0,1,0,0,0,1,3
796.0,4.8,0,1,1,1,0,0,0,2
643.0,6.5,0,0,0,1,0,0,0,2
573.0,16.6,1,0,1,1,0,0,0,3
724.0,5.8,1,0,1,1,0,1,0,3
762.0,9.0,0,1,1,2,0,0,0,2
752.0,17.4,0,1,0,0,1,1,0,0
222.0,6.7,1,1,0,2,0,1,0,0
664.0,11.5,1,1,0,2,0,1,1,0
422.0,5.2,0,0,0,0,1,0,0,2
688.0,5.6,0,1,1,1,0,1,0,2
236.0,6.3,1,0,0,2,0,0,0,2
513.0,7.0,0,0,0,1,1,1,0,2
788.0,4.0,1,1,1,2,1,0,1,2
561.0,12.5,0,1,1,2,0,1,0,2
233.0,9.9,0,0,1,0,1,0,0,3
776.0,2.3,1,0,1,1,0,1,1,3
369.0,2.6,0,0,1,2,0,0,1,3
757.0,15.5,1,0,1,1,0,0,1,3
338.0,16.9,1,1,1,1,1,1,0,2
494.0,19.7,1,0,1,2,0,1,0,3
277.0,3.0,1,1,1,2,0,0,1,2
728.0,10.9,0,1,1,2,0,1,1,2
598.0,3.6,1,0,1,2,1,1,0,3
266.0,12.1,0,1,0,1,1,0,0,0
707.0,13.5,0,0,0,1,1,1,1,2
795.0,11.6,1,1,1,1,1,1,0,2
772.0,6.1,0,0,1,2,1,0,1,3
226.0,10.1,0,1,0,0,0,1,0,0
676.0,10.3,0,0,0,1,0,1,0,2
