malha_peneira_microns,integridade_peneira_sem_rasgos,frequencia_troca_peneira_h,higienizacao_peneira_pos_lote,contagem_residuos_retidos_pct,protecao_contra_poeira,separacao_fluxo,lote_identificado,probabilidade
1147.0,1,14.3,1,3.78,0,0,1,2
523.0,0,8.0,0,3.21,1,0,0,2
357.0,0,18.0,1,1.35,1,0,0,1
536.0,0,20.0,0,1.07,0,1,0,2
348.0,1,4.0,1,0.35,0,1,1,1
1180.0,1,11.0,0,1.47,0,1,0,2
1125.0,1,18.7,1,1.6,0,0,1,2
973.0,0,14.7,1,4.11,0,0,1,3
930.0,0,20.9,1,0.35,1,0,0,2
285.0,1,6.0,1,0.37,1,0,1,0
584.0,1,22.8,0,2.19,0,0,1,1
493.0,1,14.5,1,2.63,1,0,1,0
286.0,0,7.2,1,1.55,0,1,1,2
1041.0,0,17.5,0,0.07,0,0,0,3
1130.0,1,18.3,0,2.3,1,1,0,1
887.0,0,9.5,0,3.7,1,0,0,2
382.0,0,12.5,0,2.89,1,0,0,2
1065.0,1,15.0,1,0.22,1,1,1,1
932.0,0,22.8,1,0.13,1,0,0,2
284.0,0,14.8,0,4.72,0,1,0,3
891.0,1,6.1,0,4.78,1,0,1,1
284.0,0,23.8,0,0.06,1,1,1,1
546.0,0,21.1,1,3.32,1,1,1,2
241.0,0,8.2,0,2.63,1,1,0,2
960.0,0,4.2,1,3.64,1,1,1,2
778.0,0,20.5,1,1.12,0,0,1,2
652.0,0,4.2,0,0.71,0,1,0,2
1001.0,1,9.3,0,3.91,0,1,0,2
994.0,0,23.1,0,2.33,1,1,1,2
798.0,1,4.8,0,1.2,0,0,0,1
202.0,1,15.9,0,2.03,0,1,1,1
1195.0,1,9.2,0,0.82,1,0,1,1
1111.0,0,16.0,0,4.69,1,0,1,3
676.0,0,10.6,1,2.76,1,1,1,2
1071.0,1,22.0,1,2.42,0,0,0,2
549.0,1,21.2,1,3.48,1,1,0,1
392.0,0,6.0,1,0.24,0,1,1,2
546.0,1,23.7,1,0.68,0,0,0,1
997.0,1,16.2,0,4.6,0,1,1,2
243.0,1,11.3,0,2.32,0,0,0,1
1105.0,1,4.2,0,4.89,1,0,0,2
1095.0,0,15.5,1,2.51,1,0,0,2
307.0,0,11.9,0,2.21,1,1,1,2
589.0,1,20.7,1,1.04,0,1,1,1
993.0,0,14.8,1,2.47,0,0,1,3
1170.0,0,11.2,0,1.86,1,1,0,2
1016.0,1,21.1,0,0.7,1,0,0,1
359.0,0,3.9,0,0.19,1,1,1,1
506.0,0,8.5,0,3.73,0,1,0,2
563.0,1,11.6,0,0.21,0,0,1,1
470.0,0,9.4,0,0.25,0,1,0,2
693.0,1,11.9,0,3.0,0,0,0,1
770.0,1,10.7,0,2.13,1,0,1,1
830.0,0,10.6,1,4.07,1,0,0,2
329.0,0,16.5,0,2.96,0,0,0,2
313.0,1,13.7,1,0.55,1,1,0,0
942.0,0,5.4,0,2.71,0,0,0,3
1163.0,0,19.0,0,3.94,1,1,0,3
680.0,0,21.3,1,3.41,0,0,0,2
1009.0,1,2.8,0,3.25,0,1,1,2
307.0,0,23.8,1,4.73,0,0,1,3
418.0,0,18.8,1,3.07,1,1,0,2
1128.0,1,11.1,0,1.31,0,0,0,2
1054.0,1,19.1,0,0.1,0,0,1,1
648.0,1,7.3,1,2.19,1,0,1,0
1185.0,0,5.8,1,2.28,0,1,1,3
1008.0,0,2.6,1,0.34,1,0,1,2
675.0,1,17.9,0,3.49,1,1,0,1
420.0,0,17.6,0,1.91,1,0,0,2
598.0,1,3.9,0,2.22,0,0,0,1
759.0,0,8.6,0,0.29,1,1,0,2
373.0,1,17.6,0,0.68,1,0,1,0
414.0,1,6.9,0,2.52,1,1,1,0
616.0,1,12.3,1,0.87,1,0,0,0
464.0,0,2.5,0,4.52,0,1,0,3
559.0,1,7.8,1,1.71,0,1,0,1
1113.0,1,5.6,0,3.85,1,1,0,2
865.0,1,23.5,0,3.29,0,1,1,2
853.0,1,18.1,1,0.66,1,0,0,0
1005.0,0,14.1,1,2.85,0,0,1,3
750.0,0,4.0,0,2.99,0,0,0,3
698.0,1,14.0,0,4.24,0,1,0,2
425.0,1,17.0,1,2.55,1,1,1,0
1199.0,1,3.5,1,1.44,1,0,1,1
922.0,0,15.6,0,2.67,0,0,1,3
882.0,0,18.5,1,4.18,0,1,1,3
537.0,0,13.3,1,0.75,0,0,0,2
398.0,0,12.5,0,1.84,1,0,0,2
897.0,0,8.4,1,2.66,0,1,0,3
630.0,1,9.7,0,2.76,1,0,0,0
813.0,0,19.0,1,4.79,0,1,1,3
318.0,1,7.3,1,4.76,1,1,1,1
1048.0,1,19.0,0,1.96,1,0,0,1
970.0,0,7.6,1,4.03,0,0,0,3
984.0,0,19.2,1,0.32,1,0,1,2
957.0,0,17.6,0,2.75,0,0,0,3
428.0,1,22.8,1,0.92,1,0,1,0
219.0,0,8.8,0,0.17,1,0,0,1
794.0,1,2.5,1,4.59,0,1,0,2
741.0,1,7.7,1,4.83,0,1,1,2
702.0,0,5.9,0,4.83,1,1,0,2
618.0,0,6.1,0,4.31,0,1,1,2
810.0,0,17.2,1,0.86,0,1,1,2
740.0,1,1.4,1,0.61,1,0,1,0
955.0,1,10.3,0,0.35,0,0,0,1
1066.0,0,5.0,1,2.46,0,1,0,3
374.0,0,23.0,1,4.79,0,0,0,3
769.0,1,1.3,1,4.48,1,1,1,1
725.0,0,21.5,0,3.55,0,1,0,3
799.0,1,16.4,1,4.3,0,1,1,2
379.0,0,16.9,0,4.67,0,1,0,3
392.0,1,2.7,0,3.92,1,0,0,1
516.0,1,16.4,0,4.72,0,1,1,1
679.0,1,10.5,1,4.73,1,1,1,1
519.0,1,15.1,1,2.0,0,0,1,1
591.0,0,6.4,1,0.22,0,1,0,2
298.0,0,6.9,0,1.18,0,1,0,2
732.0,0,5.5,1,4.79,0,0,0,3
390.0,1,13.5,0,1.26,0,0,1,1
1022.0,1,7.4,1,1.0,1,1,0,1
731.0,1,4.5,0,3.23,0,0,0,1
515.0,0,12.3,0,0.44,1,1,1,1
521.0,1,22.5,1,4.39,1,1,0,1
419.0,1,21.4,0,1.51,0,1,0,1
609.0,1,23.3,0,4.34,1,1,1,1
1059.0,1,15.1,0,2.4,0,1,0,2
664.0,0,11.6,0,2.43,0,1,0,2
832.0,1,17.8,0,2.68,0,0,1,1
1055.0,0,12.0,1,2.23,0,1,0,3
859.0,0,18.2,1,0.03,0,0,0,2
266.0,1,9.4,1,4.14,1,0,1,1
611.0,1,22.0,0,3.3,1,1,1,1
384.0,1,1.4,0,1.19,1,1,0,0
553.0,1,15.8,0,2.29,0,0,1,1
818.0,1,14.0,1,4.03,1,0,0,1
363.0,0,23.8,1,4.93,0,1,0,3
610.0,0,9.2,0,1.86,0,0,0,2
864.0,0,2.9,1,3.21,1,0,0,2
663.0,0,2.8,1,3.54,0,0,0,2
860.0,0,17.7,1,0.54,0,0,0,2
1193.0,1,1.7,1,1.41,0,1,0,2
494.0,1,17.6,0,4.6,0,1,1,1
1060.0,0,14.9,1,2.23,0,1,0,3
591.0,0,8.0,0,1.32,1,0,1,1
1143.0,0,5.4,1,2.86,0,0,0,3
1055.0,0,17.3,0,1.19,1,0,0,2
928.0,0,23.3,0,4.0,1,0,1,2
785.0,1,22.1,0,4.62,1,1,1,1
579.0,0,19.9,1,3.27,0,1,0,2
577.0,1,3.1,0,3.28,0,0,1,1
972.0,0,9.2,0,1.67,0,0,1,3
556.0,1,22.4,1,2.55,1,1,0,0
1131.0,1,19.7,1,4.1,1,0,0,2
204.0,1,8.5,0,2.77,0,1,1,1
1015.0,1,12.7,1,0.5,1,1,1,1
961.0,0,7.1,1,2.7,0,0,1,3
713.0,1,16.3,0,0.43,1,0,1,0
1081.0,1,16.8,0,1.75,0,1,0,2
243.0,0,22.9,0,4.74,1,1,0,2
675.0,1,1.3,1,2.21,0,1,0,1
210.0,0,7.0,0,4.52,0,0,0,3
439.0,0,11.7,0,2.36,0,0,1,2
973.0,1,16.2,0,1.97,0,1,1,2
585.0,0,19.5,0,2.79,1,0,1,2
581.0,1,3.2,0,3.1,0,0,0,1
630.0,1,13.0,0,3.57,0,1,1,1
888.0,0,19.5,0,1.38,1,0,0,2
827.0,1,3.9,1,0.58,0,0,0,1
1044.0,1,10.9,0,2.38,0,0,1,2
832.0,1,7.7,1,3.2,0,0,1,2
1127.0,0,7.3,1,0.76,1,1,0,2
1028.0,0,7.4,1,0.16,0,1,0,3
376.0,0,3.2,1,3.8,0,1,0,2
405.0,0,3.8,0,2.13,1,1,1,2
248.0,0,22.3,1,3.39,1,0,0,2
982.0,1,18.9,0,0.04,1,1,0,1
573.0,1,4.9,1,4.16,0,0,0,1
997.0,1,13.4,0,4.55,0,0,1,2
913.0,0,18.5,0,0.58,1,0,0,2
1043.0,1,8.0,1,0.74,1,0,1,1
692.0,1,2.6,1,2.72,0,0,1,1
1016.0,0,12.0,1,0.82,1,0,0,2
1129.0,0,21.0,1,1.31,0,1,1,3
990.0,1,7.6,0,4.07,0,0,0,2
370.0,1,14.0,1,3.75,0,1,0,1
423.0,1,4.5,1,4.76,1,1,0,1
719.0,1,4.6,0,4.45,1,0,0,1
686.0,0,18.3,1,1.51,0,0,0,2
882.0,1,6.6,1,4.93,0,0,0,2
488.0,1,8.8,1,2.16,0,1,0,1
923.0,0,21.7,0,2.75,1,0,1,2
967.0,0,15.8,0,1.81,1,0,0,2
946.0,0,12.2,0,2.89,0,0,1,3
815.0,1,12.8,1,2.51,1,1,1,1
981.0,1,6.3,1,1.48,0,1,1,2
1039.0,1,11.8,0,2.61,1,1,1,1
276.0,0,17.7,1,3.55,0,1,0,2
676.0,1,14.1,0,2.54,0,0,0,1
364.0,0,17.4,1,4.17,1,1,1,2
1171.0,0,18.0,1,4.4,0,1,0,3
484.0,1,8.2,0,2.07,1,0,0,0
284.0,0,16.0,0,3.79,1,1,1,2
886.0,0,13.6,0,4.59,0,0,1,3
533.0,0,9.0,0,3.79,1,1,1,2
325.0,0,9.4,1,2.36,0,1,1,2
770.0,1,23.5,0,3.53,1,0,1,1
354.0,1,19.9,1,2.1,1,0,0,0
354.0,1,16.5,0,1.62,1,1,1,0
481.0,0,16.5,1,3.13,1,0,0,2
576.0,1,22.9,1,0.31,1,0,0,0
1188.0,0,3.9,0,0.83,0,1,0,3
304.0,0,5.8,0,2.81,1,1,0,2
228.0,0,20.0,1,2.04,0,0,1,2
925.0,1,19.4,1,0.92,1,0,1,1
893.0,1,21.4,1,4.69,1,1,0,1
232.0,0,20.8,1,4.99,1,0,1,2
820.0,0,4.4,0,1.95,0,1,1,2
1057.0,1,4.7,0,3.54,0,1,0,2
250.0,1,7.1,1,4.07,0,1,0,1
926.0,0,8.4,0,1.27,0,1,0,3
1145.0,1,4.6,1,1.15,0,1,1,2
1069.0,0,10.0,1,3.26,1,0,1,2
478.0,0,17.8,0,1.82,0,0,1,2
858.0,1,15.6,1,1.51,0,1,1,1
445.0,0,19.4,0,3.8,0,1,0,2
1020.0,0,2.4,0,4.3,0,1,0,3
729.0,1,1.2,0,0.34,0,0,1,1
822.0,1,22.1,1,1.93,1,1,1,1
516.0,0,8.9,0,4.23,0,0,1,2
985.0,1,5.3,0,3.67,0,0,0,2
353.0,0,5.8,0,4.71,0,1,1,3
917.0,0,10.6,1,2.8,1,0,1,2
912.0,1,16.8,1,3.87,0,1,1,2
356.0,0,10.3,1,1.19,0,0,1,2
600.0,0,15.8,0,0.72,0,0,1,2
1003.0,0,2.2,1,0.47,1,1,1,2
995.0,1,16.3,0,4.4,1,1,0,1
1120.0,1,8.8,0,3.41,0,1,1,2
1140.0,1,9.6,0,2.02,0,1,1,2
1116.0,1,15.5,0,3.74,0,1,1,2
893.0,1,12.2,1,4.31,1,1,1,1
402.0,0,18.7,1,3.53,1,0,0,2
201.0,1,11.7,0,0.17,1,0,0,0
939.0,1,19.2,1,1.41,0,0,0,1
228.0,0,9.6,0,0.4,0,0,0,2
355.0,1,22.7,1,3.66,1,1,1,1
854.0,0,3.4,0,4.54,1,0,1,2
772.0,0,2.9,1,2.38,1,1,1,2
848.0,1,22.7,0,2.91,1,0,0,1
897.0,1,20.2,0,3.72,0,0,0,2
1079.0,1,18.6,1,0.01,0,1,0,1
688.0,1,15.5,0,1.86,1,1,1,0
553.0,0,9.2,1,0.61,1,0,1,1
895.0,0,5.0,1,2.63,0,1,0,3
652.0,0,16.8,1,0.6,0,1,0,2
208.0,0,23.8,0,4.67,1,0,0,2
419.0,0,10.4,1,2.58,0,1,0,2
787.0,0,20.5,1,4.46,0,1,1,3
922.0,1,21.2,1,2.75,0,1,1,2
730.0,1,10.7,0,4.1,1,0,1,1
303.0,0,11.1,1,0.73,0,1,1,2
858.0,0,6.9,0,1.38,0,1,0,2
605.0,1,1.9,1,0.19,0,0,0,1
428.0,1,17.1,1,4.99,1,0,0,1
574.0,1,21.5,0,0.2,1,1,1,0
884.0,0,3.0,1,0.03,1,1,0,2
768.0,0,6.4,0,2.51,0,0,1,2
497.0,0,22.0,1,4.6,0,0,0,3
1060.0,0,12.7,1,3.32,1,1,1,2
1020.0,0,1.9,0,0.76,0,1,0,3
242.0,0,10.8,0,2.08,0,0,1,2
981.0,1,18.4,0,1.97,1,1,1,1
768.0,0,8.9,1,4.45,1,0,0,2
265.0,1,15.9,1,2.03,0,1,0,1
665.0,1,10.8,1,1.16,0,0,0,1
204.0,1,4.2,0,1.42,1,0,0,0
1168.0,1,10.7,0,4.24,0,0,1,2
921.0,1,2.3,1,2.75,1,1,1,1
1083.0,0,3.0,0,0.34,0,1,1,3
716.0,1,15.5,0,3.69,1,1,0,1
1113.0,0,20.0,0,4.59,1,1,1,3
418.0,1,1.6,1,4.54,0,0,0,1
827.0,1,10.4,0,1.43,0,1,1,1
315.0,0,9.3,0,1.45,1,0,1,1
1089.0,1,8.3,1,2.65,1,0,0,1
293.0,0,5.2,0,1.34,1,1,1,1
776.0,1,21.6,0,3.52,1,1,1,1
758.0,1,12.9,0,3.91,1,1,0,1
368.0,1,15.9,1,4.17,1,1,1,1
747.0,1,2.0,0,3.46,1,0,0,1
618.0,1,17.2,0,4.24,0,1,0,1
242.0,1,2.8,1,4.13,1,0,1,1
937.0,1,17.9,1,0.83,0,0,1,1
533.0,0,16.0,1,4.17,1,0,1,2
361.0,0,3.3,1,1.96,0,1,1,2
287.0,1,4.4,0,0.73,1,1,0,0
888.0,0,13.6,1,3.63,0,1,0,3
620.0,1,14.9,0,3.36,1,1,1,1
1162.0,0,6.6,0,4.12,1,0,1,3
1156.0,0,6.8,0,0.48,0,0,1,3
393.0,1,23.7,1,4.59,1,0,1,1
300.0,0,15.5,1,1.2,0,0,0,2
700.0,1,9.5,1,0.43,0,0,0,1
385.0,1,2.8,1,2.57,0,0,0,1
655.0,0,14.5,1,2.09,1,1,0,2
323.0,0,16.0,1,1.41,0,1,1,2
645.0,0,16.7,0,4.5,0,1,1,3
318.0,1,5.8,0,0.15,0,0,0,1
1189.0,1,9.4,1,4.19,0,0,1,2
338.0,0,11.5,1,0.49,0,1,1,2
351.0,1,5.9,1,4.1,1,1,0,1
358.0,1,16.6,0,1.26,0,0,1,1
559.0,0,9.1,0,1.12,0,1,1,2
371.0,0,7.9,0,1.85,0,0,0,2
647.0,0,14.2,0,2.39,1,0,1,2
613.0,0,5.2,1,0.95,0,1,1,2
954.0,0,18.3,0,4.61,1,0,1,3
906.0,0,19.8,0,1.51,1,1,1,2
1108.0,0,20.1,1,0.96,0,1,0,3
1131.0,1,6.4,1,4.1,1,1,1,2
479.0,1,6.0,1,1.43,0,0,1,1
428.0,0,2.6,1,4.54,1,0,0,2
1015.0,0,2.2,0,4.18,1,0,0,3
547.0,0,11.9,1,1.69,0,1,1,2
1029.0,1,22.0,0,4.18,1,1,1,1
1175.0,0,14.9,1,2.26,0,0,1,3
641.0,1,16.3,0,1.11,1,1,1,0
1073.0,1,1.7,0,1.06,0,0,1,2
605.0,1,8.7,1,1.65,0,0,0,1
703.0,0,19.8,0,4.34,1,0,1,2
990.0,1,12.7,0,3.58,1,1,0,1
1047.0,0,10.4,0,3.27,1,1,1,2
208.0,1,8.7,1,2.35,0,0,1,1
264.0,0,2.9,0,3.97,1,1,0,2
910.0,0,2.9,0,1.76,0,1,0,3
596.0,1,9.8,1,0.85,1,0,1,0
833.0,1,9.1,0,0.37,1,1,0,0
560.0,0,9.6,0,4.39,0,1,1,2
1115.0,0,20.5,0,0.04,0,1,0,3
757.0,1,23.3,1,4.92,0,1,0,2
652.0,0,6.6,1,5.0,1,0,1,2
1089.0,0,9.4,0,1.24,1,0,1,2
275.0,1,6.5,1,4.28,0,1,0,1
888.0,0,10.7,1,2.21,1,1,0,2
444.0,1,10.8,0,4.54,1,0,1,1
403.0,1,23.0,0,1.91,0,1,0,1
663.0,1,3.8,0,2.58,0,0,1,1
1044.0,0,7.1,1,3.71,1,0,0,3
622.0,0,5.1,1,3.11,0,1,1,2
240.0,1,22.1,0,1.05,0,1,0,1
684.0,0,18.5,1,1.98,0,1,1,2
582.0,1,13.9,1,2.4,1,0,0,0
802.0,1,2.0,0,3.67,0,1,1,2
660.0,0,22.1,1,0.19,1,0,0,1
558.0,0,14.7,0,4.87,0,1,0,3
1123.0,0,23.6,0,2.12,0,0,1,3
831.0,0,16.9,1,2.02,1,0,0,2
904.0,1,22.2,0,4.35,0,1,1,2
445.0,0,5.7,0,2.43,0,0,1,2
696.0,0,22.8,1,2.96,1,0,1,2
451.0,1,10.0,1,3.56,1,1,0,1
750.0,1,5.8,0,1.49,1,0,1,0
307.0,1,10.6,0,4.9,1,1,1,1
1141.0,1,17.4,1,4.12,1,0,1,2
336.0,1,12.4,1,4.02,0,0,0,1
515.0,1,1.8,1,0.45,1,1,0,0
342.0,1,4.3,1,2.37,1,1,1,0
499.0,1,14.7,0,2.47,0,0,1,1
293.0,0,10.9,1,0.34,0,0,1,2
1110.0,0,6.8,1,3.6,0,0,1,3
545.0,1,1.9,0,1.77,1,1,0,0
747.0,0,3.3,1,1.97,0,1,0,2
790.0,1,13.6,0,3.17,1,1,0,1
397.0,1,12.8,1,3.11,1,0,1,0
1179.0,0,10.8,1,4.22,0,1,1,3
1090.0,0,8.1,1,4.45,1,1,1,3
404.0,0,3.8,1,2.52,1,1,0,2
1148.0,1,17.5,0,3.98,0,0,1,2
1154.0,0,14.2,1,3.15,0,1,1,3
793.0,0,1.1,1,1.01,0,0,0,2
284.0,0,22.4,0,0.09,1,1,1,1
229.0,1,1.3,0,0.53,0,0,1,1
750.0,0,22.1,1,1.56,0,1,1,2
770.0,0,18.3,1,2.09,1,1,0,2
1090.0,0,16.1,1,3.24,1,0,1,3
923.0,0,17.0,0,2.37,1,0,0,2
596.0,1,14.2,1,4.59,0,0,1,1
941.0,0,23.5,1,0.7,0,1,0,2
929.0,1,3.7,1,0.44,0,0,0,1
572.0,0,16.1,1,4.68,0,1,1,3
719.0,0,7.9,0,0.87,1,1,0,2
824.0,1,22.7,1,3.88,1,0,0,1
440.0,0,8.9,0,2.17,0,1,1,2
453.0,1,3.5,0,1.21,1,1,0,0
699.0,1,16.9,1,1.15,0,0,0,1
1062.0,1,22.8,0,4.45,0,1,0,2
909.0,1,12.7,0,2.84,0,1,1,2
405.0,0,4.6,1,3.86,1,1,0,2
241.0,0,5.9,1,2.72,1,0,0,2
1136.0,1,23.6,1,0.41,1,1,0,1
521.0,0,12.7,0,1.73,0,0,0,2
709.0,1,4.6,0,2.68,0,1,1,1
239.0,0,23.9,0,2.51,1,1,1,2
598.0,0,12.4,0,3.92,1,0,1,2
461.0,0,12.3,0,3.71,1,1,1,2
1167.0,1,9.7,0,3.24,0,1,1,2
545.0,0,12.6,1,4.55,1,0,0,2
369.0,0,21.8,1,4.89,1,0,0,2
906.0,1,21.0,1,0.26,0,1,1,1
585.0,1,10.4,1,4.72,1,1,0,1
984.0,1,12.3,1,1.82,0,0,0,2
226.0,0,10.1,1,3.85,1,0,0,2
580.0,1,13.2,0,3.3,1,0,0,0
219.0,0,13.8,0,1.78,1,0,0,2
240.0,0,4.1,0,4.18,0,1,0,2
521.0,1,23.8,1,0.44,1,0,0,0
330.0,1,20.3,0,1.16,1,1,0,0
735.0,0,9.6,1,3.92,1,1,1,2
1182.0,1,7.9,0,2.59,0,1,1,2
1104.0,0,6.4,0,0.5,1,0,1,2
695.0,0,6.9,1,3.2,0,1,1,2
640.0,0,8.0,0,2.03,1,1,0,2
1100.0,1,18.9,0,0.34,0,0,0,2
823.0,0,8.2,1,0.25,1,1,0,2
954.0,0,3.4,1,0.54,1,1,1,2
739.0,1,17.0,1,1.74,0,0,1,1
423.0,1,20.8,1,2.94,0,1,1,1
544.0,0,7.4,0,3.47,1,1,1,2
1139.0,0,18.8,1,3.29,0,0,0,3
736.0,0,8.5,0,0.55,0,0,1,2
546.0,1,11.1,1,3.99,0,0,0,1
209.0,0,10.0,1,4.0,0,1,0,2
590.0,1,7.3,1,1.66,0,0,1,1
501.0,0,2.3,1,3.82,0,1,1,2
617.0,1,19.1,0,0.99,1,1,0,0
686.0,0,18.6,1,0.78,0,0,0,2
839.0,0,6.1,0,2.5,1,0,0,2
1118.0,0,16.6,1,0.48,0,0,1,3
767.0,0,4.5,0,2.85,1,0,0,2
1084.0,1,1.5,0,2.69,0,0,0,2
1183.0,0,11.1,0,0.62,1,1,1,2
242.0,0,15.8,0,3.36,1,1,1,2
257.0,1,7.5,0,2.51,0,1,0,1
1128.0,1,18.9,1,0.42,1,1,1,1
270.0,0,10.6,0,3.0,0,1,0,2
390.0,0,17.5,0,2.13,0,0,1,2
346.0,1,20.8,1,2.94,1,0,1,0
760.0,0,7.2,0,3.05,1,0,0,2
714.0,1,8.1,0,2.0,0,0,1,1
312.0,0,18.0,0,0.64,1,0,1,1
817.0,1,10.3,1,3.15,0,0,1,2
215.0,0,19.2,1,4.95,0,1,1,3
1049.0,0,10.1,1,2.42,1,1,1,2
411.0,0,1.5,1,3.95,1,0,1,2
423.0,1,6.5,1,4.59,0,0,0,1
889.0,0,1.5,0,3.19,0,0,0,3
741.0,0,10.0,1,1.01,1,1,1,2
863.0,0,22.4,1,3.34,1,1,1,2
356.0,1,11.4,1,1.57,1,1,1,0
555.0,0,13.2,0,0.92,1,1,0,1
531.0,0,23.6,0,3.28,0,1,1,2
1170.0,0,2.8,1,3.5,1,0,0,3
965.0,0,10.1,0,4.58,1,0,0,3
1155.0,1,2.3,0,3.54,1,1,0,2
792.0,1,3.4,1,2.6,1,0,1,1
889.0,0,9.6,0,3.2,1,0,1,2
448.0,1,17.8,1,4.89,1,1,1,1
313.0,1,2.7,1,3.03,0,1,0,1
748.0,0,1.7,0,2.25,1,1,1,2
923.0,0,14.2,1,3.07,0,1,1,3
849.0,1,13.5,1,3.65,1,1,1,1
1115.0,1,17.2,0,4.37,1,0,1,2
566.0,0,1.7,1,0.99,0,0,0,2
377.0,1,13.1,0,0.58,0,1,1,1
348.0,0,14.4,0,2.36,0,0,1,2
238.0,1,21.0,0,3.77,1,0,1,1
752.0,1,6.4,0,0.47,0,1,1,1
529.0,0,14.8,1,4.51,0,0,0,3
638.0,0,14.8,0,4.77,1,1,0,2
600.0,1,2.6,1,4.95,1,0,0,1
737.0,1,20.3,0,3.17,1,0,1,1
625.0,1,18.9,0,3.68,1,1,0,1
975.0,0,19.5,0,1.83,0,0,0,3
604.0,0,1.3,0,4.58,1,0,1,2
1180.0,0,2.6,0,0.56,1,1,0,2
681.0,1,1.7,1,1.68,0,0,1,1
469.0,0,18.4,1,4.72,1,0,1,2
1001.0,1,11.4,0,2.61,0,1,1,2
543.0,1,8.8,1,3.58,0,0,1,1
663.0,0,15.0,1,2.6,1,1,0,2
472.0,0,2.3,1,0.02,1,1,1,1
1000.0,0,17.7,0,1.25,0,0,0,3
765.0,0,21.5,1,1.06,1,0,0,2
515.0,0,9.5,0,0.91,1,1,1,1
926.0,0,15.7,1,2.21,0,1,0,3
391.0,1,3.3,1,3.84,1,1,0,1
586.0,1,15.4,1,2.38,1,0,0,0
520.0,1,14.0,1,4.15,0,1,0,1
979.0,0,17.1,1,1.42,1,0,1,2
938.0,0,13.9,1,1.75,1,0,1,2
951.0,1,18.8,1,4.11,1,1,1,1
260.0,1,3.5,0,3.65,1,1,1,1
848.0,1,23.5,1,0.19,0,1,1,1
434.0,1,7.9,0,2.48,0,1,0,1
1164.0,0,15.8,1,0.26,1,0,0,2
739.0,1,6.4,0,3.87,0,0,0,2
1090.0,0,14.6,0,2.38,1,0,0,2
782.0,1,15.1,0,3.23,0,0,0,1
512.0,0,16.8,1,1.98,0,1,0,2
1101.0,0,15.0,1,0.16,1,0,0,2
676.0,0,12.3,0,0.75,0,1,1,2
206.0,0,10.8,0,1.15,1,1,1,1
