etapa,codigo,perigos,justificativa,probabilidade,severidade,risco,medidas preventivas,o perigo é significativo?
Lavagem 1 (água corrente),B,Água contaminada,"A água é um veículo potencial para microrganismos patogênicos. Se a água utilizada na Lavagem 1 não for potável ou estiver contaminada, ela pode transferir bactérias, vírus e parasitas para a alface, comprometendo a segurança do produto final. [cite: 955]",Alta,Alta,Alto,"Utilizar somente água potável, em conformidade com a legislação vigente;
Realizar análises microbiológicas e parasitológicas da água regularmente;
Fazer limpeza e manutenção de todo o sistema de bombeamento da água de lavagem;
Evitar o acesso de animais domésticos próximos à fonte de água;
Evitar o armazenamento de esterco orgânico próximo às fontes de água;
Os tanques de lavagem devem ser limpos e sanitizados regularmente;
A área de lavagem deve ser projetada de forma a evitar contaminação cruzada (ex: separação entre área suja e limpa).",SIM
Lavagem 1 (água corrente),Q,Resíduos de cloro ou outros saneantes em excesso,"Apesar de serem importantes para a sanitização, o uso excessivo de cloro ou outros saneantes, ou um enxágue inadequado após a sua aplicação, pode deixar resíduos químicos na alface. Esses resíduos podem ser prejudiciais à saúde do consumidor, alterando também o sabor e odor do produto. [cite: 86, 87]",Média,Alta,Médio,"Controlar a concentração de cloro ou saneante na água de lavagem, seguindo as recomendações do fabricante e da legislação[cite: 316];
Garantir o enxágue adequado da alface após a lavagem para remover resíduos[cite: 491, 591];
Utilizar apenas produtos saneantes aprovados para uso em alimentos[cite: 492];
Treinar os funcionários sobre a dosagem correta e a importância do enxágue. [simulação]",SIM
Lavagem 1 (água corrente),F,Fragmentos de vegetais ou pequenos corpos estranhos,"Durante a lavagem, fragmentos de alface (folhas quebradas, pedaços de talo) ou pequenos corpos estranhos (restos de solo, insetos minúsculos que não foram removidos na seleção ou pré-lavagem) podem permanecer no produto. A presença desses fragmentos compromete a qualidade visual e sensorial da alface e pode representar um risco físico ao consumidor (ainda que de baixa severidade para pequenos fragmentos orgânicos).",Média,Média,Médio,"Garantir que a pré-lavagem e seleção manual tenham sido eficazes na remoção de detritos maiores;
Manter os tanques e ralos limpos, removendo acúmulo de matéria orgânica que pode recircular;
Utilizar telas ou grades nas saídas dos tanques para reter fragmentos maiores [simulação];
Realizar inspeção visual da alface durante e após a lavagem para identificar e remover corpos estranhos. [simulação]",SIM
Lavagem 2 (água corrente),B,Recontaminação por água ou utensílios,"A recontaminação da alface pode ocorrer na Lavagem 2 se a água utilizada não for potável ou se os utensílios e superfícies de contato (como tanques, cestos) não forem adequadamente higienizados. Nesta fase, o produto já está mais limpo e, portanto, mais suscetível a microrganismos introduzidos por essas vias. [cite: 955]",Alta,Alta,Alto,"Utilizar somente água potável, em conformidade com a legislação vigente[cite: 488, 960];
Realizar análises microbiológicas e físico-químicas regulares da água[cite: 288];
Manter os tanques e utensílios de lavagem limpos e sanitizados, conforme POPs estabelecidos[cite: 489, 1157];
Garantir que não haja refluxo de água das etapas mais sujas para esta etapa [simulação];
Os funcionários devem seguir rigorosamente as boas práticas de higiene pessoal, especialmente a lavagem das mãos. [cite: 358, 1163]",SIM
Lavagem 2 (água corrente),Q,não identificado,"Nesta etapa, espera-se que todos os produtos químicos adicionados (sabão, saneantes) já tenham sido enxaguados nas etapas anteriores. Assim, não se identifica um perigo químico significativo introduzido nesta fase, assumindo-se que a água utilizada é potável e livre de contaminantes químicos.",Baixa,Baixa,Baixo,Manter a água livre de contaminantes químicos (ex: vazamentos de lubrificantes de equipamentos próximos). Garantir que nenhum produto químico não alimentício seja introduzido acidentalmente. [simulação],NÃO
Lavagem 2 (água corrente),F,não identificado,"Nesta etapa, espera-se que a maioria dos fragmentos físicos maiores já tenha sido removida nas etapas anteriores. O risco de introdução de fragmentos da própria etapa é baixo se os equipamentos estiverem em bom estado de conservação. Pequenos fragmentos orgânicos podem ser retidos nas lavagens ou centrifugação.",Baixa,Baixa,Baixo,"Manter os equipamentos de lavagem (tanques, esteiras) em bom estado de conservação, sem partes danificadas que possam gerar fragmentos. Realizar inspeção visual da alface após a lavagem para detecção de corpos estranhos. [simulação]",NÃO
"Sanitização (ozônio - tempo, temperatura e concentração não padronizados)",B,Ineficiência na eliminação de patógenos,"A ineficiência na sanitização com ozônio, devido à falta de padronização de tempo, temperatura e concentração, pode resultar na sobrevivência e proliferação de microrganismos patogênicos (bactérias, vírus, parasitas) na alface. Isso compromete diretamente a segurança do alimento, pois o objetivo desta etapa é reduzir a carga microbiana a níveis seguros. [simulação]",Alta,Alta,Alto,"Padronizar rigorosamente o tempo de contato do ozônio, a temperatura da água e a concentração de ozônio na solução, com base em estudos de validação para a alface [simulação];
Implementar e seguir POPs detalhados para a sanitização com ozônio [simulação];
Treinar e capacitar a equipe sobre o uso correto do sistema de ozônio e monitoramento dos parâmetros [simulação];
Garantir que a alface esteja limpa de matéria orgânica (folhas soltas, terra) antes da sanitização, pois a matéria orgânica pode inativar o ozônio. [cite: 964]",SIM
"Sanitização (ozônio - tempo, temperatura e concentração não padronizados)",Q,Resíduos de ozônio em excesso,"O uso inadequado ou excessivo de ozônio pode deixar resíduos na alface. Embora o ozônio seja um gás instável que se decompõe em oxigênio, uma concentração excessiva ou tempo de exposição prolongado podem potencialmente levar à formação de subprodutos indesejáveis ou afetar a qualidade sensorial do produto. [simulação]",Baixa,Média,Baixo,"Padronizar a concentração e o tempo de exposição ao ozônio com base em estudos de validação que garantam a eficácia da sanitização sem deixar resíduos prejudiciais ou alterar a qualidade do produto [simulação];
Garantir a ventilação adequada da área após a sanitização para a dissipação do ozônio residual. [simulação]",NÃO
"Sanitização (ozônio - tempo, temperatura e concentração não padronizados)",F,Não identificado,"Não se identificou um perigo físico significativo direto introduzido pela sanitização com ozônio em si. Fragmentos físicos seriam abordados em etapas anteriores (lavagens) ou posteriores (centrifugação, embalagem).",Baixa,Baixa,Baixo,"Manter os equipamentos de sanitização em bom estado de conservação, sem partes soltas ou deterioradas que possam gerar fragmentos. [simulação]",NÃO
Centrifugação (tempo não padronizado),B,Contaminação cruzada,"A centrifugação, se realizada com equipamentos sujos ou manipulada por mãos contaminadas, pode reintroduzir microrganismos na alface. Além disso, o excesso de umidade residual (devido a tempo insuficiente de centrifugação) pode favorecer a proliferação microbiana posterior na embalagem, especialmente se houver danos físicos. [cite: 783, 970]",Média,Alta,Médio,"Manter a centrífuga e todos os cestos de contato com a alface limpos e sanitizados, seguindo POPs de limpeza[cite: 1139];
Garantir que as mãos dos operadores estejam higienizadas antes do manuseio da alface centrifugada[cite: 1163];
Padronizar o tempo de centrifugação para garantir a remoção adequada da água, sem excesso de umidade residual que favoreça o crescimento microbiano [simulação].",SIM
Centrifugação (tempo não padronizado),Q,não identificado,"Não se identificou um perigo químico significativo específico nesta etapa, desde que não haja uso de lubrificantes inadequados ou vazamentos que possam contaminar o produto. O perigo de resíduos de saneantes já foi abordado nas lavagens.",Baixa,Baixa,Baixo,Garantir que a centrífuga esteja em bom estado de manutenção para evitar vazamentos de lubrificantes ou outros produtos químicos. Não utilizar produtos químicos na centrífuga que não sejam para limpeza e sanitização de grau alimentício. [simulação],NÃO
Centrifugação (tempo não padronizado),F,Possível presença de corpos estranhos (plásticos soltos da máquina),"O movimento e a vibração da centrífuga podem causar desgaste de suas peças, resultando na soltura de fragmentos de plástico ou metal. Além disso, o tempo de centrifugação não padronizado ou excessivo pode danificar a alface, gerando pequenos fragmentos vegetais que podem não ser totalmente removidos.",Média,Alta,Médio,Realizar manutenção preventiva regular da centrífuga para evitar desgaste de peças e soltura de fragmentos [simulação]; Inspecionar visualmente o interior da centrífuga e os cestos antes de cada uso para identificar danos ou partes soltas [simulação]; Padronizar o tempo de centrifugação para evitar danos excessivos à alface que gerem fragmentos vegetais [simulação]; Treinar os operadores para manusear a alface com cuidado antes e depois da centrifugação para evitar quebras. [simulação],SIM
Acondicionamento (embalagem em atmosfera modificada ativa),B,Falha na atmosfera modificada,"A falha em manter a atmosfera modificada ativa (AMA) ideal dentro da embalagem pode resultar em condições anaeróbicas ou em níveis inadequados de O2 e CO2, favorecendo a multiplicação de microrganismos (especialmente anaeróbios ou facultativos) e levando à deterioração acelerada da alface, como o apodrecimento e perda de qualidade. [simulação]",Alta,Alta,Alto,"Validar e controlar os parâmetros de injeção de gases (O2, CO2, N2) para garantir a formação da AMA ideal para alface [simulação];
Utilizar filmes de embalagem com permeabilidade adequada e que não permitam o acúmulo excessivo de umidade ou a formação de anaerobiose[cite: 999];
Garantir a integridade da selagem da embalagem para manter a atmosfera modificada;
Manter a temperatura da alface baixa durante o acondicionamento para diminuir a atividade metabólica e a respiração, que podem alterar rapidamente a composição gasosa da embalagem. [cite: 781]",SIM
Acondicionamento (embalagem em atmosfera modificada ativa),Q,Presença de compostos de gases acima do permitido,"Uma composição gasosa inadequada na atmosfera modificada ativa (AMA), como níveis excessivos de CO2 ou acúmulo de gases indesejáveis (ex: etileno em excesso se a alface foi contaminada por fontes externas), pode levar à toxicidade do produto, afetando o metabolismo da alface e suas características sensoriais (sabor e odor). [simulação]",Média,Média,Médio,"Controlar os parâmetros de injeção de gases (O2, CO2, N2) na embalagem para garantir que a composição gasosa esteja dentro dos limites ideais e não tóxicos para a alface [simulação];
Garantir que a matéria-prima (alface) esteja livre de fontes de etileno antes do acondicionamento[cite: 726, 1127];
Manter a temperatura de armazenamento adequada para a alface após o acondicionamento, para controlar a respiração da alface e a produção de etileno. [cite: 781]",SIM
Acondicionamento (embalagem em atmosfera modificada ativa),F,Presença de material plástico ou falhas na selagem,"Fragmentos da própria embalagem plástica ou de outros materiais plásticos (ex: da máquina de embalagem) podem contaminar o produto. Falhas na selagem, além de comprometerem a AMA, podem expor o produto a contaminação física externa durante o manuseio e transporte. [simulação]",Média,Alta,Médio,"Realizar manutenção preventiva e inspeção regular da máquina de embalagem para evitar desgaste e soltura de fragmentos de plástico [simulação];
Utilizar filmes de embalagem de alta qualidade e resistência[cite: 995];
Inspecionar visualmente as embalagens e a selagem após o acondicionamento para detectar falhas, rasgos ou a presença de corpos estranhos [simulação];
Treinar os funcionários para o manuseio cuidadoso da alface e das embalagens para evitar danos que possam gerar fragmentos. [simulação]",SIM
Estocagem (câmara refrigerada),B,Multiplicação de patógenos,"A estocagem em câmara refrigerada, apesar de ser um controle, ainda pode permitir a multiplicação de patógenos se a temperatura ou umidade não forem mantidas adequadamente. Microrganismos não eliminados em etapas anteriores podem proliferar, especialmente se houver flutuações de temperatura ou pontos quentes na câmara. [cite: 1754]",Média,Alta,Médio,"Manter a temperatura da câmara de refrigeração rigorosamente dentro da faixa ideal para alface (0°C a 5°C), e a umidade relativa entre 95-100%[cite: 532, 723, 737];
Monitorar continuamente a temperatura e umidade da câmara[cite: 538];
Assegurar a limpeza e sanitização regular da câmara para evitar acúmulo de contaminação ambiental[cite: 535];
Garantir a ventilação adequada para evitar pontos quentes e acúmulo de etileno[cite: 544, 784];
Não sobrecarregar a câmara, permitindo a circulação de ar[cite: 536];
Realizar sanitização eficaz nas etapas anteriores para reduzir a carga inicial de microrganismos. [cite: 966]",SIM
Estocagem (câmara refrigerada),Q,Não identificado,"Não se identificou um perigo químico significativo específico introduzido na estocagem em câmara refrigerada, assumindo que não há vazamentos de refrigerantes ou outros produtos químicos dentro da câmara que possam contaminar a alface.",Baixa,Baixa,Baixo,Garantir a manutenção preventiva dos sistemas de refrigeração para evitar vazamentos de gases refrigerantes. Manter a câmara limpa e livre de produtos químicos não alimentícios. [simulação],NÃO
Estocagem (câmara refrigerada),F,Não identificado,Não se identificou um perigo físico significativo específico introduzido na estocagem em câmara refrigerada além dos fragmentos de gelo/embalagem já abordados. A organização e o manuseio adequado são os principais controles aqui.,Baixa,Baixa,Baixo,"Organizar as embalagens de forma estável, evitando empilhamento excessivo que cause danos por compressão[cite: 536];
Manter a câmara limpa e livre de detritos que possam cair sobre o produto. [simulação]",NÃO
Transporte/distribuição (caminhão refrigerado),B,Perda de temperatura ou contaminação,"Durante o transporte/distribuição, a perda de temperatura no caminhão refrigerado pode acelerar a multiplicação de microrganismos e a deterioração da alface. Além disso, a contaminação pode ocorrer por falta de higiene do veículo, de embalagens ou do manuseio inadequado. [cite: 553, 1095]",Alta,Alta,Alto,"Utilizar caminhões refrigerados com temperatura controlada (0°C a 5°C para alface);
Monitorar a temperatura do caminhão durante todo o transporte;
Garantir a limpeza e sanitização regular do caminhão e das embalagens de transporte;
Evitar o transporte misto com produtos que liberam etileno (frutas maduras, tomate);
Carregar e descarregar a alface rapidamente e com cuidado para evitar variações de temperatura e danos físicos;
Garantir ventilação adequada da carga para remover calor e gases;
Não sobrecarregar o veículo para permitir a circulação de ar.",SIM
Transporte/distribuição (caminhão refrigerado),Q,Não identificado,"Não se identificou um perigo químico significativo específico introduzido nesta etapa, assumindo que o caminhão é limpo e não transporta cargas químicas que possam contaminar a alface. [cite: 1109]",Baixa,Baixa,Baixo,"Garantir que os caminhões não transportem cargas químicas incompatíveis ou perigosas junto com a alface[cite: 383, 557]. Realizar limpeza e manutenção periódica dos caminhões para evitar vazamentos de fluidos (combustível, lubrificantes). [cite: 1109]",NÃO
Transporte/distribuição (caminhão refrigerado),F,Não identificado,"Fragmentos físicos (de embalagens, do veículo) podem contaminar a alface durante o transporte/distribuição. Vibrações e manuseio inadequado podem gerar danos físicos no produto e nas embalagens. [cite: 1097, 1100]",Média,Média,Médio,"Utilizar embalagens resistentes e adequadas para o transporte, empilhadas corretamente para evitar compressão e danos[cite: 562, 1023, 1106];
Acondicionar a carga de forma estável para evitar movimentação excessiva e danos por vibração[cite: 1097, 1100, 1106];
Realizar inspeção visual das embalagens e da alface no carregamento e descarregamento[cite: 1108];
",SIM
