tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
37.0,25.8,1,1,0,1,0.0,0,0
60.7,27.8,0,1,1,0,1.0,1,0
25.5,20.2,1,1,0,0,0.0,1,0
51.4,21.2,1,0,0,1,1.0,1,0
21.4,29.4,0,0,1,1,0.0,1,0
22.3,25.6,1,0,1,0,0.0,0,0
26.1,28.9,1,0,0,1,1.0,0,0
36.1,33.3,1,1,1,1,2.0,1,0
2.3,22.8,0,0,1,1,1.0,1,0
63.6,33.7,0,1,0,0,1.0,1,0
12.0,19.5,1,1,1,1,0.0,1,0
33.8,30.4,0,1,1,1,1.0,0,0
51.6,26.7,1,1,0,1,1.0,1,0
33.3,31.7,1,1,1,1,1.0,1,0
6.4,21.8,1,1,0,1,2.0,0,0
26.4,30.3,0,0,0,0,2.0,0,0
45.7,33.6,1,0,0,1,1.0,1,0
67.8,29.9,1,0,1,1,0.0,1,0
11.5,26.2,0,0,0,0,1.0,0,0
19.5,23.1,0,1,0,0,1.0,1,0
68.8,25.3,0,0,1,0,0.0,0,0
6.8,32.1,1,1,0,0,0.0,1,0
71.9,31.8,0,0,1,1,2.0,0,0
49.4,24.3,0,0,0,1,1.0,0,0
16.9,25.7,1,1,1,1,1.0,0,0
51.1,27.7,0,0,1,0,1.0,1,0
21.6,33.9,1,1,1,0,2.0,1,0
52.2,21.0,1,0,1,1,2.0,1,0
19.1,20.8,0,0,0,1,1.0,1,0
13.5,32.4,1,1,1,0,2.0,0,0
17.3,27.6,1,1,0,1,2.0,1,0
30.4,32.5,1,0,0,1,0.0,0,0
20.8,33.9,1,0,0,1,1.0,0,0
63.7,28.7,0,0,0,0,1.0,1,0
63.3,19.0,1,0,1,1,1.0,1,0
54.1,20.5,1,1,0,1,1.0,0,0
4.5,31.4,1,1,1,0,0.0,1,0
13.4,31.5,1,1,1,0,2.0,1,0
56.9,21.8,1,1,0,0,0.0,1,0
67.1,29.6,0,0,1,1,1.0,1,0
9.0,30.6,1,0,0,0,2.0,0,0
8.2,19.8,1,0,0,0,2.0,1,0
53.5,18.2,0,1,0,1,1.0,1,0
24.9,19.5,1,1,0,0,1.0,0,0
36.3,28.7,0,0,0,1,0.0,0,0
10.4,23.2,1,1,0,1,1.0,0,0
59.3,28.4,1,0,1,1,2.0,0,0
61.8,27.5,0,1,0,0,0.0,1,0
22.6,24.6,0,0,1,0,1.0,1,0
7.7,32.6,1,1,0,1,2.0,0,0
53.8,24.8,0,1,1,0,1.0,1,0
56.4,23.9,1,0,1,0,1.0,0,0
37.0,20.4,0,0,0,1,2.0,1,0
63.2,30.3,1,0,1,1,2.0,1,0
53.8,24.4,1,1,0,1,2.0,1,0
52.3,33.2,0,1,0,1,1.0,1,0
42.6,24.9,1,0,0,0,1.0,1,0
66.4,21.5,1,0,1,0,1.0,1,0
42.3,28.2,0,1,0,1,1.0,1,0
53.9,28.4,0,0,1,0,2.0,1,0
48.6,26.4,0,0,0,1,1.0,1,0
29.8,28.5,1,1,1,0,2.0,1,0
40.7,31.8,0,0,1,1,2.0,0,0
16.9,20.2,0,1,0,1,2.0,0,0
69.4,25.3,0,0,0,0,1.0,1,0
10.9,34.6,0,0,1,0,1.0,1,0
33.2,26.0,0,1,1,0,1.0,0,0
5.5,23.1,1,1,1,1,0.0,1,0
13.5,23.3,1,0,0,1,1.0,0,0
38.6,27.6,1,0,1,1,1.0,1,0
34.5,26.2,1,1,0,1,1.0,0,0
66.9,25.2,1,0,0,1,2.0,0,0
42.2,26.6,1,0,0,1,0.0,0,0
37.5,24.7,0,1,0,1,1.0,0,0
21.8,29.5,1,1,0,0,0.0,1,0
41.8,21.3,1,1,1,0,1.0,0,0
42.1,22.8,1,0,1,1,0.0,1,0
64.1,30.8,0,1,0,0,2.0,0,0
64.7,27.6,1,1,0,1,2.0,0,0
31.1,26.1,0,0,0,1,2.0,0,0
27.9,34.9,0,0,0,0,1.0,1,0
55.3,25.4,0,0,1,0,1.0,1,0
7.4,33.5,0,0,1,0,2.0,1,0
17.8,24.7,0,1,1,1,0.0,1,0
21.9,34.0,1,1,1,1,1.0,1,0
39.7,18.1,0,1,1,0,0.0,0,0
14.6,34.9,1,1,1,1,0.0,1,0
18.3,19.8,0,0,1,0,1.0,0,0
10.2,34.6,0,1,0,0,1.0,0,0
35.8,26.4,1,0,1,0,1.0,1,0
41.5,34.7,0,0,0,1,1.0,0,0
4.3,18.6,1,1,1,1,1.0,1,0
8.8,28.2,0,0,1,0,0.0,1,0
62.9,19.5,1,1,1,0,2.0,1,0
47.3,33.3,0,0,0,0,2.0,0,0
71.6,19.3,1,0,0,0,0.0,1,0
33.1,22.4,0,1,1,0,1.0,1,0
15.7,22.7,1,1,0,0,1.0,1,0
56.6,20.8,1,0,0,0,0.0,0,0
19.0,19.8,1,1,1,1,0.0,0,0
34.7,24.8,0,1,1,1,2.0,1,0
34.8,33.6,0,1,0,1,2.0,0,0
63.1,25.2,0,0,0,1,0.0,1,0
29.6,30.6,0,1,0,0,1.0,0,0
56.3,22.7,1,1,0,1,1.0,1,0
52.8,24.2,1,1,0,0,2.0,0,0
62.5,19.3,1,1,0,1,0.0,1,0
40.1,32.3,1,0,0,0,1.0,0,0
33.9,24.7,0,1,0,0,1.0,1,0
31.3,26.8,1,0,1,0,1.0,0,0
23.3,20.6,1,1,1,1,1.0,0,0
65.5,28.0,0,0,0,1,1.0,1,0
48.5,19.6,1,0,1,1,0.0,0,0
34.4,26.3,1,1,0,0,2.0,1,0
16.3,33.2,0,0,0,0,1.0,0,0
24.9,34.1,0,0,1,1,0.0,1,0
57.4,33.8,0,0,0,1,2.0,1,0
56.1,33.6,1,1,1,0,2.0,1,0
53.3,28.0,0,0,1,1,1.0,1,0
66.5,22.2,1,1,1,0,2.0,1,0
25.7,31.5,1,0,1,1,0.0,1,0
48.2,19.1,1,1,1,1,1.0,0,0
24.1,34.6,0,1,0,0,0.0,1,0
68.5,31.1,0,1,1,0,1.0,0,0
46.3,26.7,0,0,0,0,2.0,0,0
59.6,34.5,1,0,1,1,1.0,1,0
6.0,28.3,0,1,0,1,2.0,1,0
56.9,18.5,0,0,0,0,1.0,0,0
52.5,29.0,1,1,0,0,0.0,0,0
5.7,29.3,1,1,1,0,1.0,0,0
42.8,18.9,1,1,0,0,1.0,1,0
18.7,25.7,0,1,0,1,2.0,0,0
70.3,29.8,1,0,0,1,2.0,0,0
66.3,32.1,1,1,0,1,2.0,1,0
23.0,20.6,1,0,0,0,1.0,1,0
28.2,19.2,1,1,1,1,1.0,0,0
19.2,21.5,1,1,0,1,2.0,1,0
36.8,25.6,0,0,1,1,2.0,1,0
71.8,22.6,1,0,0,1,1.0,1,0
15.1,30.0,0,1,0,0,2.0,0,0
68.9,29.1,0,1,0,1,1.0,1,0
4.6,26.5,1,1,0,0,1.0,1,0
56.2,34.2,0,1,0,0,1.0,0,0
60.0,34.0,0,1,1,1,0.0,1,0
21.1,24.8,0,0,1,1,2.0,1,0
52.5,22.6,0,1,1,1,2.0,0,0
40.3,29.0,0,1,1,0,2.0,0,0
54.2,28.0,0,0,0,0,1.0,1,0
31.9,29.6,0,1,0,1,2.0,0,0
69.6,20.2,1,1,1,1,1.0,0,0
41.3,25.4,1,1,1,1,1.0,1,0
69.4,34.2,1,0,0,1,1.0,0,0
70.0,31.8,1,0,1,0,1.0,0,0
41.2,32.6,1,1,1,1,1.0,1,0
60.4,31.6,0,0,0,0,2.0,1,0
59.6,21.2,0,1,0,1,1.0,0,0
23.1,31.9,1,1,0,1,1.0,0,0
39.2,20.1,0,0,1,1,0.0,0,0
3.0,22.0,0,1,0,1,2.0,0,0
24.5,26.0,0,0,1,0,0.0,0,0
32.8,25.3,1,0,1,0,1.0,1,0
56.5,32.1,0,0,0,0,0.0,1,0
36.5,26.5,1,0,0,1,1.0,1,0
55.6,18.5,0,1,0,0,2.0,0,0
16.3,31.6,1,0,1,0,2.0,0,0
52.6,25.9,1,1,0,1,1.0,1,0
61.5,21.1,0,1,0,0,2.0,1,0
18.9,19.5,1,0,0,1,0.0,1,0
59.6,34.6,1,1,1,1,2.0,0,0
44.5,24.4,0,1,0,0,0.0,0,0
34.8,26.5,1,0,1,0,1.0,0,0
50.0,30.5,0,0,1,1,0.0,0,0
52.3,33.2,1,0,1,0,1.0,0,0
47.3,20.5,1,0,0,0,1.0,0,0
45.9,23.3,0,1,0,0,1.0,0,0
30.6,24.4,1,1,0,0,2.0,1,0
51.7,26.2,1,1,0,1,1.0,0,0
18.6,27.6,0,0,0,0,2.0,1,0
9.2,21.6,1,0,1,0,1.0,1,0
66.4,28.0,1,1,0,1,2.0,0,0
56.6,18.6,1,0,1,0,1.0,1,0
40.1,34.1,1,0,0,0,1.0,0,0
56.7,33.0,0,0,1,0,0.0,0,0
7.8,20.6,1,1,0,0,0.0,0,0
30.4,19.2,1,0,0,1,0.0,1,0
14.4,30.3,1,1,0,1,1.0,0,0
48.1,25.9,0,1,1,0,0.0,1,0
55.3,31.3,0,0,1,0,2.0,1,0
29.3,18.4,1,0,1,1,1.0,0,0
18.7,30.0,0,0,0,1,1.0,0,0
23.8,28.0,1,0,0,0,0.0,1,0
41.6,30.1,1,1,0,1,1.0,1,0
5.2,30.7,1,1,0,0,1.0,0,0
10.0,32.7,1,0,1,0,0.0,1,0
70.7,20.9,0,1,0,1,2.0,0,0
15.9,33.7,0,1,0,0,0.0,1,0
39.7,28.0,0,1,0,1,0.0,1,0
64.7,24.7,1,0,1,1,1.0,1,0
63.4,23.8,0,1,1,1,2.0,1,0
3.7,35.0,1,0,1,1,0.0,1,0
18.9,26.3,0,0,1,0,1.0,0,0
16.9,25.7,0,1,1,1,0.0,1,0
54.8,25.6,0,0,1,0,1.0,0,0
4.3,34.6,1,1,1,0,1.0,1,0
7.9,33.0,1,0,1,0,1.0,0,0
29.9,20.5,0,0,1,0,0.0,1,0
53.9,34.6,0,1,1,1,2.0,1,0
61.9,25.4,1,0,1,0,1.0,0,0
8.1,24.9,0,1,0,0,1.0,1,0
58.4,20.7,0,0,0,1,1.0,1,0
2.4,20.5,1,0,0,1,2.0,1,0
60.0,23.2,1,1,1,1,1.0,0,0
12.8,20.7,1,1,0,0,1.0,1,0
31.7,23.6,0,0,0,1,2.0,0,0
11.1,26.0,0,0,1,1,2.0,0,0
16.2,24.1,0,1,0,1,2.0,1,0
53.3,30.9,1,0,0,0,0.0,1,0
62.4,21.5,1,0,1,1,1.0,0,0
52.8,21.3,0,1,0,0,1.0,1,0
2.4,26.5,0,1,1,0,1.0,0,0
11.7,32.5,0,0,1,0,1.0,0,0
16.5,25.8,1,0,0,1,0.0,0,0
8.9,32.5,0,0,1,0,0.0,0,0
12.1,26.3,0,0,0,0,1.0,0,0
71.3,28.9,1,1,1,1,1.0,0,0
54.7,27.3,1,0,1,0,0.0,1,0
49.8,34.9,1,0,1,0,0.0,0,0
46.1,26.1,1,1,1,1,2.0,0,0
57.2,29.7,1,1,1,0,0.0,0,0
10.1,30.4,0,0,0,1,1.0,1,0
65.1,32.3,1,1,1,0,2.0,0,0
55.7,29.5,0,0,1,0,1.0,0,0
20.0,34.0,0,1,0,1,0.0,0,0
33.2,32.3,0,1,0,1,1.0,0,0
9.7,32.7,0,1,1,0,1.0,0,0
42.3,34.4,1,0,0,1,2.0,1,0
39.8,23.4,0,1,1,0,2.0,0,0
52.4,28.2,0,1,1,1,0.0,0,0
71.5,19.5,0,0,1,1,1.0,0,0
17.8,28.2,0,0,0,1,1.0,1,0
41.9,20.9,1,1,0,0,2.0,0,0
9.4,26.9,1,0,0,1,2.0,1,0
38.5,22.0,0,0,1,1,1.0,1,0
32.2,33.6,0,0,1,1,0.0,0,0
26.4,19.8,1,1,0,0,1.0,1,0
71.0,26.1,0,0,1,1,1.0,0,0
41.7,31.2,1,0,1,1,1.0,1,0
29.9,25.0,0,0,1,0,1.0,1,0
17.4,25.8,1,0,1,0,1.0,0,0
42.1,32.1,1,0,0,1,1.0,0,0
35.2,26.9,1,1,0,1,1.0,1,0
33.4,29.5,0,0,1,1,1.0,0,0
70.4,21.0,0,0,1,0,2.0,1,0
51.1,33.7,0,0,1,1,1.0,0,0
57.3,29.8,0,0,0,0,1.0,1,0
24.8,34.6,1,1,1,1,2.0,0,0
36.8,32.4,0,1,1,1,0.0,0,0
62.1,32.9,1,1,0,1,0.0,0,0
45.8,27.7,1,1,0,0,1.0,1,0
20.3,29.1,0,0,0,0,1.0,0,0
7.8,29.4,0,0,1,1,1.0,1,0
68.8,26.7,1,0,1,1,1.0,1,0
27.5,26.7,0,0,1,1,1.0,0,0
46.1,32.8,0,0,0,0,2.0,1,0
27.6,26.4,1,1,0,0,1.0,0,0
13.0,23.7,1,1,1,0,0.0,0,0
5.7,26.4,0,0,0,0,2.0,0,0
8.0,32.0,1,1,1,1,1.0,1,0
46.6,29.9,0,0,0,1,1.0,0,0
24.1,18.6,1,0,0,0,1.0,0,0
62.6,28.4,0,0,1,1,1.0,0,0
43.1,30.8,0,0,1,0,0.0,1,0
29.1,31.1,1,0,1,0,2.0,1,0
68.9,19.7,1,0,1,1,1.0,1,0
48.9,30.1,0,0,0,0,2.0,0,0
57.1,20.0,1,1,1,1,1.0,1,0
23.2,25.0,1,0,0,0,0.0,1,0
47.9,31.6,0,0,1,1,2.0,1,0
4.6,26.5,0,0,1,0,1.0,1,0
13.6,24.9,1,1,1,1,1.0,0,0
37.9,25.3,1,0,0,1,2.0,0,0
17.6,28.9,1,0,0,1,0.0,0,0
37.4,19.5,1,1,1,1,1.0,1,0
17.3,29.5,1,0,0,1,1.0,0,0
37.1,34.4,0,1,1,1,2.0,1,0
50.0,22.3,1,0,0,1,1.0,1,0
8.1,23.1,1,1,0,1,0.0,0,0
51.4,32.4,1,0,1,0,0.0,1,0
60.7,30.8,1,1,1,1,1.0,1,0
64.5,28.8,0,1,1,0,2.0,0,0
18.6,23.5,0,1,0,0,2.0,1,0
21.8,23.3,0,1,1,1,0.0,0,0
5.7,28.8,1,0,1,0,1.0,1,0
68.1,33.3,1,1,1,0,1.0,1,0
66.3,26.4,0,0,0,0,2.0,0,0
61.4,34.6,0,1,1,0,1.0,0,0
49.2,26.7,1,0,1,0,2.0,0,0
27.7,24.5,0,1,1,0,2.0,1,0
46.1,32.9,0,0,0,0,0.0,0,0
45.6,27.6,0,1,0,0,2.0,0,0
50.5,25.2,1,1,1,1,0.0,1,0
58.9,18.1,0,0,1,1,1.0,1,0
23.3,25.5,0,1,0,0,2.0,0,0
14.2,18.1,1,1,0,0,2.0,1,0
33.0,34.4,0,0,0,1,0.0,1,0
8.3,31.7,1,1,1,0,0.0,0,0
22.3,32.6,1,1,0,1,2.0,0,0
64.1,29.6,1,0,1,0,1.0,0,0
39.8,23.5,0,0,1,0,1.0,0,0
42.8,26.3,0,0,0,1,2.0,0,0
46.0,23.2,0,0,1,1,0.0,1,0
44.7,33.8,1,1,1,1,1.0,0,0
30.7,20.3,1,1,0,1,1.0,1,0
42.4,31.9,1,0,0,1,1.0,0,0
55.4,25.5,1,0,0,1,2.0,1,0
5.0,33.5,1,1,1,0,1.0,0,0
16.2,21.1,1,1,1,0,2.0,1,0
14.8,18.2,0,0,0,0,1.0,0,0
3.4,30.1,0,0,0,1,0.0,1,0
38.6,27.2,0,1,1,0,0.0,0,0
23.7,22.6,1,0,0,0,1.0,0,0
22.8,33.0,1,0,1,0,1.0,1,0
60.1,30.8,0,0,0,1,1.0,1,0
54.5,34.5,1,0,0,1,2.0,1,0
45.1,18.0,1,1,1,1,0.0,1,0
18.2,18.5,0,1,1,0,1.0,0,0
17.2,27.1,1,1,1,0,1.0,0,0
32.6,24.7,0,0,1,0,1.0,1,0
64.0,22.0,0,0,0,1,2.0,0,0
19.9,33.2,0,1,1,1,0.0,0,0
51.7,20.6,1,1,0,1,0.0,1,0
69.8,32.7,1,0,0,0,1.0,0,0
69.0,20.8,0,0,0,1,1.0,1,0
19.7,31.8,1,1,0,1,1.0,0,0
14.2,19.6,1,1,1,1,0.0,1,0
35.7,19.8,1,1,1,1,0.0,0,0
60.3,34.8,0,0,0,0,0.0,0,0
7.7,32.4,1,0,0,0,0.0,0,0
47.4,18.2,0,0,1,1,0.0,0,0
32.6,28.4,0,0,1,0,0.0,1,0
5.9,31.2,0,1,1,1,0.0,0,0
15.4,19.5,1,0,1,0,1.0,1,0
51.7,23.7,1,1,0,0,0.0,1,0
40.3,19.1,1,1,1,1,1.0,0,0
26.4,23.0,0,1,1,1,0.0,0,0
16.2,24.6,0,0,0,0,2.0,1,0
66.8,34.3,0,1,0,0,1.0,0,0
34.0,33.4,1,0,0,0,0.0,1,0
43.4,18.3,1,0,1,0,2.0,0,0
30.5,25.7,0,0,0,0,0.0,1,0
11.0,34.4,0,1,1,1,2.0,0,0
65.9,29.8,1,1,1,1,0.0,0,0
34.4,22.0,0,1,0,1,2.0,1,0
54.2,19.5,0,0,1,1,1.0,0,0
28.4,29.7,0,0,0,0,0.0,1,0
40.1,33.9,1,0,1,1,1.0,1,0
28.3,29.4,1,1,0,1,0.0,1,0
13.4,29.5,1,1,0,1,1.0,1,0
29.6,31.7,0,1,0,1,1.0,1,0
62.9,21.8,0,1,0,1,0.0,1,0
35.8,19.8,0,1,0,1,0.0,1,0
53.8,24.9,0,1,1,0,1.0,1,0
24.0,30.9,0,1,1,1,1.0,1,0
25.3,24.0,0,1,1,0,0.0,0,0
6.1,26.3,1,1,1,0,2.0,0,0
18.6,24.4,1,0,0,0,1.0,0,0
31.5,26.7,1,0,1,1,0.0,1,0
16.1,32.9,0,1,0,0,2.0,1,0
65.0,18.2,0,0,1,0,0.0,0,0
48.8,33.3,1,1,1,0,2.0,0,0
30.1,20.8,0,1,1,0,0.0,1,0
42.9,20.2,0,1,1,1,0.0,1,0
61.8,34.8,1,1,0,0,0.0,0,0
25.7,27.7,0,1,1,1,0.0,0,0
24.2,23.9,0,0,0,1,1.0,0,0
36.1,31.9,1,0,0,1,0.0,0,0
57.8,26.5,1,1,1,0,0.0,0,0
58.1,34.1,1,1,1,1,0.0,1,0
33.0,34.8,1,0,1,1,2.0,0,0
7.1,22.4,1,1,0,1,2.0,1,0
54.4,34.0,0,0,0,0,0.0,1,0
55.9,19.1,0,0,1,0,0.0,0,0
2.4,28.4,0,0,1,0,0.0,1,0
39.2,25.8,0,0,0,0,1.0,0,0
19.6,28.9,1,1,0,0,2.0,1,0
5.8,22.4,1,0,1,1,2.0,1,0
59.0,32.9,1,0,0,1,1.0,0,0
55.2,27.3,0,0,1,1,1.0,0,0
3.9,34.6,1,0,0,1,0.0,1,0
12.0,29.1,0,0,1,1,2.0,0,0
54.7,24.1,0,0,0,0,2.0,1,0
31.6,22.9,0,1,0,0,1.0,1,0
15.4,26.5,0,1,1,1,1.0,1,0
55.0,25.0,1,1,0,0,2.0,0,0
2.7,27.3,0,1,0,0,2.0,0,0
8.2,21.0,1,0,1,0,2.0,1,0
26.6,18.9,0,1,1,1,0.0,0,0
35.2,33.8,1,1,1,0,1.0,1,0
38.4,25.1,1,0,1,0,1.0,1,0
55.9,23.8,0,0,0,1,1.0,0,0
