temperatura_processo,umidade_relativa,pH_mel,tempo_exposicao,temperatura_armazenamento,contagem_microbiana,atividade_agua,hidroximetilfurfural,tipo_embalagem,higiene_manipulador,condicao_equipamento,controle_pragas,fonte_agua,filtrado,pasteurizado,certificacao_organica,uso_antibioticos,rastreabilidade,risco
64.48863228704212,76.71431634304506,3.67232235230995,49.09070236067119,31.421922466708423,4939.814871308627,0.7018541167440466,10.291603074414502,1,3,3,4,1,1,1,1,0,0,0
49.045023739692546,54.53731062512959,5.747210535974209,2.928737356330684,27.95328103615681,5655.083473229738,0.6864716298931809,59.90293647773265,3,2,2,4,2,1,1,0,0,1,1
25.734598218125612,65.17378992100782,4.869432640318738,146.74901650431548,10.543305514625215,8721.239089441515,0.772847312993445,56.51331835892089,1,4,1,4,3,1,0,1,0,1,2
66.5510964937306,86.06202088614089,6.254376092592362,108.2014491369917,13.397141375222658,9848.411989623346,0.7355592345783737,12.466268120326685,1,1,3,2,3,0,1,0,0,0,0
29.390586586294624,77.26739332286954,5.192281054709459,27.42415201336506,22.435137526108832,8635.18140612957,0.769184092719394,46.57001223188132,3,2,3,1,3,0,1,0,0,1,2
49.885744091763584,55.13552697027288,6.21899147352473,86.97453578799195,27.417650508341303,6322.642879195304,0.4052377826353335,66.35373720167107,3,1,4,1,1,1,1,1,1,0,2
50.15365072318698,65.72310103920262,3.4213523753818107,179.99051289580268,16.297167792867572,8980.542894407137,0.4820558561928029,19.068772066366655,1,1,2,4,3,1,0,1,0,0,2
52.41191238800728,58.86527690325516,4.840139431110122,183.68550745589775,13.089444379939465,3343.6281131048218,0.4302013455215557,75.32462207474508,2,2,3,2,2,1,0,0,0,1,1
75.68956320080665,54.47906972189068,5.020684564355822,60.93325537039303,15.883392990803584,5055.078791060338,0.6380195918801683,33.9271245896191,1,3,3,1,3,1,1,0,1,1,1
74.89875276744,79.8131918740195,4.510705647740901,160.34043277695508,16.14952886247463,2931.4773026101325,0.758534327408448,1.3001923510736035,3,1,3,1,3,1,0,0,1,0,2
77.48701977538823,79.04661370430645,4.327997260602991,62.261624023510194,21.390772245018006,5902.949425148077,0.5072254563291505,62.4148907849134,2,4,2,1,2,0,1,0,1,1,2
24.80792230365168,82.10807855387478,4.808522954223395,214.69253445458193,33.995657678419455,4252.135044692334,0.408987723328047,26.867735938494608,2,1,1,3,1,1,1,0,1,1,0
78.040061086547,71.47331145657927,5.454506726270089,197.42013021880175,25.88985035965243,8150.544284024571,0.5992363014044023,6.717539991571009,1,1,2,2,3,0,1,1,0,0,2
76.17230542937607,65.8447861302185,5.1817056394310566,159.6088018911013,15.261138358703487,9144.119459249598,0.5675082099568293,38.31385282494975,2,2,4,2,2,0,0,0,0,1,2
19.77747937478641,80.22473944218177,4.642738207978904,219.72328255005937,31.645985833657168,6104.046670079576,0.7797227188231063,39.66493730520543,2,2,1,4,1,1,1,0,1,0,2
18.599806943897526,59.781974832074184,5.169581401425734,80.2185337960706,33.12736611237466,1065.982531337718,0.4300551126943235,72.81887562036033,1,1,3,4,2,0,0,0,0,1,2
63.62875295980987,46.32870823379776,5.147761200667988,86.63373526560643,12.747462199799024,9173.135754622428,0.4547274523675846,95.02373538208025,3,1,3,4,2,1,1,0,1,0,2
61.114835669750214,71.53659387107115,6.002345650165553,59.920322126204624,24.682748909294215,2212.094418196022,0.7950672031986589,94.40593396866133,3,4,2,4,3,0,0,1,0,1,1
17.37621850100592,71.84521603481039,4.181251724329417,221.8550868903673,39.131747354961036,9442.66489113434,0.5896856866629856,86.20426509893134,3,3,2,3,2,0,0,1,0,1,2
23.439682004409516,34.61719209775255,5.497752960397861,81.56999130433587,31.743003145862843,653.5634079894237,0.5261161351322442,53.949129237533725,1,2,1,1,2,0,1,0,1,1,0
16.70805470895766,82.2059324340558,3.2701890558062776,209.92840144420785,25.86811402081636,9390.676985128961,0.7195132943094662,99.79341105333374,1,2,1,1,2,0,1,0,1,1,2
42.88011687829449,35.50196010668581,4.310022530633793,125.40460599228554,31.968154215539354,33.46362042979223,0.5869243066150611,29.70028764548822,2,4,2,2,1,0,1,0,0,1,2
41.90286530117771,70.77883696158419,3.920237829954712,227.99068414805407,33.590350432466565,894.1100231225952,0.5670323103139714,87.91183075621647,2,4,3,2,1,1,0,0,1,1,1
80.99122418945879,68.97879893954212,5.2055314231002345,123.04524264396206,16.92009435153276,1765.2803200550827,0.48819448362807016,18.643826214425452,3,4,2,1,1,1,0,0,0,0,1
84.64354758525047,40.433714953169236,4.507598662378774,181.9772341689819,30.880618541613767,1538.9590633985506,0.7263332499962472,22.444057183666068,1,3,1,1,2,0,1,0,0,1,0
24.06604448979629,83.32488479213863,6.353649944158186,206.91062814370815,34.285482241746344,6552.419806390218,0.6203429482436558,8.698675991141014,3,2,4,3,1,1,1,1,1,0,2
62.828113456171714,34.56785156941801,6.008982816360937,118.83516648335385,24.41759731979944,5924.077846595176,0.7298723863700597,34.780920790219305,2,4,3,1,1,0,1,1,0,1,1
74.54072103659693,82.03765205758813,5.537597823159615,200.8831988072813,30.924143850078508,6801.407717603004,0.6474445512860738,75.27166395576413,3,1,3,1,2,0,0,0,0,1,2
38.45831979813993,74.61049537749646,3.7305076569594173,196.31208578857493,34.964025338732256,5074.677337608362,0.40255434868673345,28.703813317491278,2,3,1,1,1,1,0,1,1,1,1
69.58917766058005,36.4188383296175,5.711392078256692,129.90397888226647,38.88976011576984,3418.721660386861,0.6530487572535792,93.20281055100175,1,2,4,4,2,1,0,1,0,1,1
48.150172190456196,33.4752276335279,3.4464915786009183,204.57951820767545,39.704451182519406,6760.522571867545,0.5783833228041286,64.75736434019076,1,4,3,1,3,0,1,0,0,1,2
62.830676362455364,56.7541623826049,4.102967998729498,239.3098800378507,22.78543906707919,4513.870243296755,0.4654495284766677,79.48095487499293,1,3,4,4,2,0,1,1,1,0,0
81.56044935752873,39.06347350685401,4.626704843440587,226.46782084022374,22.59181950778367,6385.259476640856,0.5590377591851178,27.421520234867003,3,3,1,2,2,0,1,0,0,1,1
65.04468281415734,63.76501718060296,4.756057118338292,130.37587338958994,14.777372148377934,2037.0124927627419,0.4364657961624767,15.365803816111267,3,2,2,4,3,0,0,1,1,0,0
82.72578845296444,41.12753248059926,4.724921059526681,0.295640439942213,27.94981795367281,6073.064482626713,0.4990159822413501,55.841267258319796,1,4,3,2,2,0,0,1,1,1,1
46.86541043572608,30.697232394486036,3.4390747297220443,94.19845353760435,24.398165041513707,6000.2054811930375,0.5166650314837213,69.49818861265426,1,4,2,1,3,1,0,1,0,0,2
54.9633151290915,31.1020582164324,4.791776059120252,50.48389918052847,20.380497029345186,7758.04735792956,0.7764950016929546,7.24162721463415,1,1,1,1,2,0,0,1,1,1,2
83.42264704203501,42.05154539173765,5.487540004714847,197.14577472236795,11.23550485837815,6703.854583544122,0.7806199897421309,12.421996672805935,3,2,1,2,1,0,0,1,0,1,2
81.31453238417271,67.51827961283686,5.7852949956073285,146.94191661147792,24.531953427221218,6608.201182992507,0.6212005810367834,59.74758626319301,2,2,3,3,3,0,1,1,1,0,2
56.52950538171251,69.01765115240724,4.781620464301748,147.77808526613828,19.870523134439864,4701.8259269666505,0.6977116262379823,87.18327789731212,1,3,4,3,2,1,1,0,1,0,0
83.23552135027482,69.01954118081622,3.858490088066179,163.25477818350993,12.165952269375275,306.52502205806064,0.5030731554044855,46.26229567393163,2,1,3,2,1,1,1,0,1,1,1
84.13546946152405,32.406551484748945,6.0612039372040805,138.8820980573744,23.158462575687714,7252.576604151365,0.5946675765698812,87.34232380816606,2,4,2,3,2,0,0,1,1,0,2
58.607660849443796,67.89361320555123,5.6192729739704275,31.576244430542353,31.474748940462657,9090.32520665641,0.4718732435480968,23.754332492387764,2,2,3,1,1,1,0,0,1,1,1
46.171367850186584,60.88904123578141,4.385470119019227,142.30820434438257,14.905716177550683,3910.815366517607,0.7877649289341151,25.813343270112753,1,1,3,1,1,0,0,0,0,1,1
38.162255409242036,56.92665442988418,5.408988324815892,34.98157637874041,23.483015056412132,5878.843711103869,0.7794333419405736,25.252778207541926,2,4,4,1,3,0,0,0,1,0,1
64.37699158785425,56.782118790755135,6.051913386324758,133.95365990252708,26.197175185066374,341.87765939158174,0.7946771921428647,12.297080852962672,1,4,2,1,1,0,0,1,0,0,0
50.50643660818747,32.494371543023526,3.689532563174893,236.79122951012326,38.95356089308137,49.399809344096155,0.7807247141692957,63.91199378155004,1,3,3,4,3,0,1,0,1,1,0
17.098151291087458,48.47579649547146,5.525446517030934,48.44482850950761,30.20297299974752,9699.120461072704,0.4375602863157674,67.26021182251263,2,1,3,2,3,1,0,0,0,1,2
16.226119360344356,44.64883742534246,5.941894731427628,207.5061206292088,33.055580935713735,1131.0981907657304,0.7182041486785613,91.86777969935042,1,3,3,4,2,0,1,0,0,1,1
26.15012116699636,66.29723536143246,4.249768126939794,207.9452802066349,39.80010812075885,7524.277626155726,0.4361926781148203,28.86855955306381,3,4,2,1,2,1,1,1,0,1,0
76.45238113289292,49.031743005923914,6.067372064283884,90.16134045161435,18.906078236808423,6490.7465879439305,0.5313524911540325,63.02087483291442,2,3,3,1,3,1,0,0,0,0,2
46.10936169258411,30.880023422775828,5.137303635413798,40.426652434252716,29.277279068415687,7593.44327922866,0.6001781236522966,54.23636649797383,2,2,4,1,1,1,0,1,0,1,1
32.22487611585988,58.60172850246955,4.501405568600556,131.8594172233088,32.40627148407468,7154.909070992744,0.6084936529941338,82.23934188170581,3,3,4,3,1,1,0,0,1,0,1
28.800788860101413,58.75099376661599,3.8420424665114936,39.91958585835412,28.520552722389226,5230.847245817847,0.6680384138443767,92.96058774219892,3,4,4,2,2,1,1,0,0,1,1
51.57367283612828,37.393359250329965,6.0360721178259436,191.9474629017652,15.53755388611099,2952.782892203101,0.717362903259135,18.522844654740965,2,3,2,1,1,1,0,0,0,0,1
51.06226192336121,65.61231414738883,5.819354706255703,155.18541922148643,15.243203284821316,3607.7251911059984,0.7623564419151042,76.9944700251679,1,2,3,1,2,1,0,1,1,0,2
21.68747196842677,67.43155948059439,4.6908333398328566,140.78603116211377,15.040426232345903,7368.737449441821,0.7451188310172915,21.673980009077564,1,2,4,1,3,0,1,0,1,0,2
42.36341971338602,65.66858011117039,4.839330634235259,237.06852485157296,14.093192576701995,6951.445540475938,0.5617275072417169,42.819961492561475,3,1,1,3,3,1,1,1,0,1,1
55.487084190448634,46.44963999358835,3.462083917663656,20.557979903143327,36.82572623992355,1918.673247187429,0.5293486248462084,22.6656402226988,1,3,4,1,1,1,1,1,0,1,0
52.80083402231574,82.80474525368749,5.347895317855741,127.90986877232046,19.730012593461268,3330.0191305819794,0.667794782079276,99.41393612211675,2,2,1,3,2,0,1,1,1,1,1
82.03376991537661,40.51817654145958,5.477016139708197,48.224085278173554,26.074830534192436,966.7644964671962,0.5801483745032741,75.61633288952461,1,4,4,4,3,1,1,0,0,1,0
16.40184491480771,74.23081350043458,5.736379355802078,58.47761185532799,30.14675330839112,929.2914437938992,0.502818906572832,78.7901988292265,1,1,4,4,2,1,1,0,1,1,1
33.417879893759,51.60818444829114,3.4892210643206676,224.86987752745506,26.61406722137129,3055.2431065802352,0.5587926068297134,44.72025405048357,2,3,2,3,2,0,0,1,1,0,0
50.08070994274068,53.83072664575266,4.981117641907812,150.7080126654326,30.229114192271453,5324.811925594262,0.6885688269314927,14.12780492755058,3,4,2,1,3,0,0,1,0,1,1
82.0126021526211,64.38248573585096,6.278011443571641,138.03920411918998,24.380633204135552,3137.2769119409604,0.6425483777733503,13.919802461752983,2,2,1,4,3,0,0,1,0,0,2
19.772061656984548,31.54871441696922,3.6460487542109155,231.14762678140173,26.48588607685051,9658.221611532199,0.5729991513320528,31.181613308525957,2,4,2,1,3,1,1,0,0,1,1
40.53587534011706,53.18765046954883,5.062655599240312,46.02778934204654,16.352660519964353,4846.015870188647,0.7017014177375452,61.94977514075877,3,1,3,3,1,0,0,0,1,1,1
27.443647149587374,71.49708333415916,5.239570525147714,151.96551024323136,16.866838145398408,2326.45538562681,0.4883210519142557,17.375259566229452,2,3,2,3,1,1,0,1,1,0,0
51.7853235378048,58.898090792091736,3.7837275789747196,92.8989024805514,38.914668264470535,2485.802577149421,0.4535214945117955,41.85806216239353,2,3,1,2,3,1,1,0,0,0,0
73.40123561683373,67.75792836064417,3.856225716658477,15.508003162580675,11.278996278610983,3714.0856765014073,0.5063404546617254,64.60901234625081,1,4,4,3,1,1,1,1,1,1,0
60.61974535376778,78.64115567917597,5.226468326909629,206.295655595267,21.771811645854235,9562.221906489483,0.4532580016712388,10.21495296575381,1,1,1,2,1,0,1,1,1,1,1
47.30342252373139,68.23208860849682,5.375867943279083,214.82825776956872,29.10009046501622,6139.335847600618,0.426660816224276,51.84080219452041,3,1,4,4,1,0,0,1,0,1,2
61.13248739425765,78.12783348765525,3.5477128620442597,8.537008088531604,25.257378683427355,3875.9523148276953,0.5847787746683824,99.1588408870274,3,3,3,3,3,0,1,0,0,1,0
19.809898276278744,55.457813153093284,3.472638289415587,123.51782077764278,36.96702472018706,7824.84924563938,0.491136967017244,97.59908495987925,3,2,3,1,2,1,1,0,0,0,2
17.93658564021454,88.10932665566303,5.835756832460096,70.27728880823153,39.39910988076552,6018.815896363221,0.6329690632828986,74.8073179429532,2,3,2,3,1,1,1,0,0,0,2
53.50643583207092,53.31916791779082,3.740156544835495,65.70991380338556,37.849525985457305,6759.8227558635535,0.5984191354719547,1.2714889986893518,1,3,2,4,2,0,0,0,1,0,0
59.524953461087755,43.26380228722371,6.428711020041966,179.56605743495942,26.734396765332097,1805.9459817530087,0.4215432827992105,32.005983252098346,2,3,1,2,1,0,1,1,0,0,0
72.24497308998616,42.81068197864032,4.869313886741036,201.768726722688,31.98404634298752,5422.372054918483,0.6361390761835092,50.83605469162799,3,2,3,3,1,1,0,1,0,0,2
26.20501444682011,57.693448465187394,3.230794345429408,59.20292748518953,31.793851453390147,9918.099513493635,0.4396712398348864,40.14943158612883,2,2,3,1,2,0,1,1,0,0,2
39.87691980800176,77.02750706912383,5.028947496635655,1.2551072502990568,32.829722800842816,353.11354940239073,0.6982935130924929,20.24805601652374,2,1,1,4,3,1,0,0,0,1,1
84.7434036339073,52.098571830410904,4.680415082149991,173.2970251686569,36.585873413952235,5930.443341867842,0.5566102792711318,41.262184084862376,3,1,2,2,2,1,1,0,0,1,2
76.19837294271665,60.606582749929515,5.587235726520545,24.992965900868988,16.763162663910816,7029.434409786768,0.42112158418741125,48.65976622437531,2,2,3,3,3,0,0,1,0,1,2
67.21476461695721,88.91815142676872,3.8924785830261515,198.03136023986764,25.608897307559623,3734.6259614417345,0.4489507029300712,73.55056064875376,1,2,3,4,1,0,1,0,0,0,1
35.96104573443206,40.40880445595744,5.303925772751758,119.07993218717267,15.347574007139247,6859.112710498637,0.7964505727285215,74.72195877420377,3,1,2,4,1,0,1,0,1,1,2
64.01763716111647,65.14860875831411,5.135381004222733,167.44095060481803,37.88850768627053,7825.819398513379,0.422454441366484,85.27280198757113,2,3,1,1,1,1,0,0,1,1,1
24.343598069116062,34.836090825427476,5.602199713013425,119.15067656527194,23.105521078455386,7295.082286523967,0.7062051595964439,15.890816766935355,1,3,4,4,1,1,0,1,1,1,1
33.31939786151342,44.81872794431999,6.190640115719422,59.89108796388146,18.158491783858928,7593.982624179637,0.579895936980216,77.67105569551812,1,1,4,4,3,1,1,1,0,0,2
37.06326647681513,76.31146357089727,3.4852012155164034,56.82823423473249,31.973461955142692,5483.205837264242,0.45119528341343457,88.213561428206,1,2,2,4,2,0,0,1,0,1,2
65.76090092857804,41.47144208788734,4.316268247596749,74.08769840956685,38.41107963216169,9673.561777882753,0.4732061776938909,2.2035160297504186,1,4,3,2,1,0,1,0,0,0,0
30.918664710296525,54.238672579592894,4.990401151204896,190.00799722880438,26.465159701601763,6129.001608619492,0.49045882063597634,84.69187280885599,2,1,1,2,2,1,0,1,1,1,2
47.21135851419078,74.95702276174659,4.158938947360972,188.8728323802399,13.35807781064591,3559.733737948527,0.7912247271894115,79.39897163680061,1,4,4,3,1,1,1,0,1,1,0
16.25619749979443,37.57522696755681,5.37677690910265,38.78875470860915,17.66480033966814,9466.379541996072,0.6240729033499648,75.07295069993472,1,3,2,1,2,0,1,1,0,1,1
22.38315899696414,69.40680628345764,5.912940429980744,91.30080180181496,33.26835552775982,9644.766539008117,0.4815065836510757,52.33296311947413,1,4,1,1,3,0,0,0,1,1,0
26.05683759847436,71.75394709012815,5.817762456446239,76.0228024962064,35.71537770996259,9061.432547657663,0.5107617949511236,98.3521472715222,1,4,1,3,1,1,1,1,0,0,1
58.07086175488614,35.007845099362996,6.111974015744218,192.86484850596844,25.156203207299146,9671.266152591705,0.5671043917100399,98.41103190364979,1,2,1,2,2,1,0,0,0,1,0
21.512134052201905,31.761849546143537,5.9157628725309035,50.34070744408353,21.370813786572924,9734.573899761732,0.5347362007444414,29.648978128331528,2,2,2,3,1,0,1,0,1,1,1
32.80253868248217,79.15530629228766,6.103412316040595,126.10437901096628,17.330198223593985,1129.4320841117355,0.4348717871327325,71.90774473538556,3,4,2,1,3,0,1,1,0,0,1
55.40748115380291,74.28414740031103,5.8604464073125095,202.49695833761382,17.61924623716074,311.15599917357684,0.6957178940659092,10.634372625577459,3,4,4,4,3,0,1,0,1,1,0
20.08696101270114,34.62468071708764,4.3232543058000275,207.9327634203221,16.465896063739955,3603.7781993034755,0.42740216265079184,76.31552912588894,1,2,4,2,1,0,0,0,1,0,2
60.55379832911232,82.4536034483011,3.2006217185367203,40.579456885438205,21.69278162279476,3795.029033747186,0.4906921531694043,38.16119398672001,2,3,3,2,3,1,0,1,0,0,0
16.90225112635909,87.97460464240788,3.620598066095468,169.8451983193485,39.18328968676258,8260.390516665719,0.6797261500504814,83.9460909500767,1,3,2,3,1,0,1,0,0,1,2
46.48895455807914,43.106590972998426,3.59681584748853,16.401824527742495,17.899473512596003,461.23564335733835,0.6268683119677543,28.382844702352028,2,3,1,3,1,0,1,1,0,1,1
61.746327825848454,65.59329420644306,6.144598243860852,44.479243086891465,12.369074865724858,2395.1016990953813,0.7178313114800762,3.4670266726483323,3,3,4,2,2,0,0,0,0,1,1
