temperatura_armazenamento_c,umidade_relativa_ambiente_pct,tempo_armazenado_dias,bombonas_integra_limpa,lacres_integro,segregacao_de_produtos_quimicos,piso_limpo_seco,PEPS_FEFO_aplicado,lote_identificado,probabilidade
12.1,88.0,73.0,0,1,0,1,0,0,3
27.8,36.0,259.0,1,0,1,1,0,1,0
32.0,78.0,223.0,1,0,1,0,1,0,0
24.3,86.0,202.0,0,0,1,1,1,0,0
28.7,66.0,257.0,1,1,1,0,0,0,0
17.8,56.0,50.0,1,1,0,0,0,1,3
27.9,43.0,305.0,0,1,1,1,1,1,0
32.5,31.0,267.0,0,0,0,0,1,0,3
19.0,64.0,337.0,1,0,1,1,1,0,0
17.9,36.0,276.0,1,1,0,0,1,0,3
26.0,47.0,187.0,0,1,1,0,1,1,0
18.6,50.0,70.0,1,1,0,0,1,1,3
31.2,47.0,130.0,0,1,1,0,0,1,0
21.8,47.0,65.0,0,0,0,1,1,0,3
30.2,62.0,277.0,1,0,0,1,1,0,3
32.3,87.0,139.0,0,0,1,1,0,1,0
15.8,80.0,183.0,0,0,0,1,1,0,3
15.5,31.0,348.0,0,1,1,0,1,0,0
11.0,54.0,220.0,1,1,0,1,0,0,3
14.7,68.0,105.0,0,1,1,0,0,1,0
15.4,59.0,64.0,0,1,0,0,0,1,3
18.6,31.0,208.0,1,1,0,0,1,1,3
24.2,36.0,275.0,0,1,0,0,0,1,3
29.4,67.0,26.0,0,0,0,1,0,0,3
30.2,31.0,352.0,1,1,0,1,1,0,3
10.4,47.0,336.0,0,1,1,1,1,1,0
29.0,76.0,98.0,0,1,1,1,0,0,0
18.7,35.0,151.0,0,0,0,0,0,1,3
30.1,81.0,104.0,0,0,0,1,0,1,3
23.5,65.0,31.0,0,1,1,0,1,1,0
23.6,42.0,334.0,1,0,1,1,0,1,0
32.7,39.0,5.0,0,0,0,0,0,0,3
32.1,87.0,48.0,1,0,0,0,0,0,3
28.0,34.0,272.0,1,1,0,1,1,0,3
27.2,42.0,259.0,0,1,1,1,0,0,0
33.0,64.0,53.0,0,1,1,0,0,1,0
11.9,86.0,214.0,0,0,1,0,1,1,0
16.8,86.0,169.0,1,0,0,1,0,0,3
30.6,53.0,298.0,0,1,0,1,1,0,3
21.4,52.0,167.0,1,1,0,1,0,1,3
21.9,59.0,46.0,1,1,1,0,0,1,0
17.8,35.0,247.0,0,1,0,1,0,0,3
24.0,86.0,233.0,0,0,1,1,1,1,0
30.3,32.0,221.0,1,0,1,1,0,1,0
27.8,35.0,322.0,0,1,1,1,1,0,0
16.6,79.0,364.0,1,1,0,1,0,0,3
19.6,47.0,43.0,1,1,1,1,0,0,0
12.4,79.0,189.0,1,0,1,1,1,0,0
26.3,41.0,223.0,0,1,0,0,1,0,3
29.1,72.0,224.0,1,1,1,0,0,0,0
13.5,86.0,20.0,1,1,1,1,0,0,0
31.7,60.0,133.0,0,1,0,0,0,0,3
34.6,60.0,232.0,1,0,1,0,1,0,0
34.5,50.0,159.0,1,0,0,0,1,1,3
11.8,40.0,116.0,1,0,0,0,0,1,3
16.8,76.0,56.0,0,0,1,1,1,0,0
24.5,62.0,77.0,1,1,1,1,0,0,0
28.1,57.0,203.0,1,1,1,1,0,1,0
24.7,74.0,339.0,1,1,1,1,0,0,0
17.2,73.0,16.0,0,1,1,0,0,0,0
34.0,38.0,190.0,1,1,1,0,1,1,0
27.5,37.0,181.0,1,0,0,0,1,1,3
26.5,44.0,103.0,0,1,0,1,1,0,3
31.9,44.0,127.0,1,1,0,1,0,0,3
28.7,48.0,37.0,0,0,1,0,0,1,0
25.6,63.0,141.0,1,1,0,1,1,1,3
31.2,56.0,263.0,0,1,1,1,0,1,0
29.4,57.0,10.0,1,0,0,1,1,0,3
25.6,30.0,327.0,0,1,0,1,1,1,3
21.3,54.0,195.0,1,1,0,0,1,1,3
21.8,42.0,278.0,1,1,0,1,1,1,3
15.2,68.0,63.0,0,1,1,0,1,1,0
16.9,39.0,281.0,0,1,0,0,1,0,3
31.7,61.0,174.0,0,0,0,1,0,0,3
14.0,87.0,362.0,1,0,1,1,1,1,0
23.9,79.0,30.0,1,1,1,0,0,0,0
11.3,81.0,65.0,0,1,0,0,0,1,3
17.7,70.0,52.0,0,0,0,0,0,1,3
23.3,85.0,167.0,1,1,1,1,0,1,0
10.4,45.0,333.0,1,0,0,0,1,0,3
13.6,78.0,139.0,0,1,1,0,1,0,0
16.5,49.0,261.0,1,0,0,0,0,1,3
32.8,37.0,61.0,1,0,1,1,1,1,0
29.0,88.0,8.0,0,1,1,1,0,0,0
15.5,46.0,109.0,1,1,0,0,0,1,3
14.0,42.0,18.0,0,1,0,1,1,1,3
11.5,75.0,86.0,0,1,1,1,1,0,0
12.1,71.0,160.0,0,1,1,0,1,1,0
32.5,63.0,286.0,0,1,0,1,0,0,3
31.4,42.0,153.0,0,0,0,1,0,1,3
26.4,31.0,222.0,0,0,1,1,1,1,0
29.1,56.0,152.0,0,1,0,1,1,0,3
20.8,33.0,115.0,0,0,1,1,1,1,0
19.9,43.0,223.0,1,0,1,0,0,0,0
24.1,38.0,349.0,0,1,0,1,0,0,3
14.9,32.0,336.0,1,1,0,1,1,1,3
35.0,84.0,153.0,1,0,1,1,1,1,0
32.2,44.0,358.0,1,0,1,1,1,0,0
25.6,90.0,118.0,0,0,1,1,0,0,0
20.7,88.0,297.0,0,0,1,1,0,0,0
24.3,84.0,154.0,0,0,1,1,0,1,0
21.2,73.0,158.0,1,1,0,1,1,0,3
11.7,62.0,326.0,1,0,1,0,1,0,0
16.6,33.0,229.0,1,0,1,1,1,1,0
21.5,32.0,291.0,1,0,0,0,1,0,3
28.0,89.0,86.0,1,0,0,1,1,0,3
16.0,76.0,253.0,0,0,0,1,0,1,3
15.5,59.0,43.0,1,0,1,0,0,0,0
17.7,69.0,77.0,1,0,1,0,1,0,0
21.2,66.0,304.0,0,0,0,1,1,1,3
17.3,55.0,261.0,0,1,0,0,0,0,3
28.4,64.0,81.0,1,0,0,1,1,1,3
20.1,39.0,244.0,1,1,0,0,1,1,3
24.2,83.0,302.0,1,0,0,0,1,0,3
26.2,82.0,273.0,0,1,0,0,0,0,3
15.8,33.0,268.0,1,1,0,1,1,1,3
16.0,48.0,179.0,0,1,0,0,1,1,3
31.8,55.0,263.0,1,1,0,1,0,0,3
10.0,62.0,244.0,0,0,1,0,1,1,0
16.2,51.0,318.0,1,0,1,0,1,1,0
18.3,78.0,316.0,0,1,1,1,1,0,0
17.5,76.0,27.0,1,0,1,0,0,0,0
28.8,64.0,162.0,0,0,1,1,1,0,0
25.1,68.0,166.0,0,0,0,1,0,0,3
27.8,72.0,153.0,1,0,1,0,0,0,0
28.5,33.0,97.0,0,1,1,0,0,1,0
21.2,51.0,108.0,1,1,0,1,1,1,3
33.4,37.0,313.0,1,0,0,1,1,1,3
21.5,61.0,108.0,1,1,1,0,0,0,0
15.9,67.0,358.0,1,1,1,1,1,1,0
27.0,65.0,57.0,0,1,1,0,0,0,0
27.5,89.0,118.0,0,0,0,0,1,0,3
33.0,39.0,178.0,1,0,0,0,1,1,3
23.7,78.0,181.0,0,0,1,0,0,1,0
31.0,61.0,363.0,0,1,1,1,1,0,0
30.4,78.0,215.0,1,0,0,1,0,0,3
23.0,58.0,218.0,0,0,0,1,1,0,3
17.3,58.0,59.0,1,1,0,0,0,1,3
23.3,62.0,7.0,1,0,0,1,1,1,3
21.3,55.0,280.0,1,1,0,1,0,0,3
19.8,40.0,125.0,0,0,0,1,0,1,3
21.3,49.0,74.0,1,1,0,1,0,0,3
19.8,62.0,33.0,1,1,1,1,1,1,0
31.3,55.0,5.0,1,1,0,1,0,1,3
11.4,52.0,86.0,0,1,0,1,0,1,3
20.0,73.0,52.0,1,0,0,0,0,0,3
11.7,36.0,11.0,1,1,0,0,0,1,3
35.0,69.0,57.0,1,1,0,0,0,0,3
22.4,46.0,193.0,0,1,1,0,1,0,0
26.9,90.0,338.0,0,0,0,0,0,1,3
28.3,46.0,80.0,0,1,0,1,1,0,3
28.0,36.0,277.0,1,1,1,0,1,0,0
12.7,75.0,321.0,1,1,0,1,0,1,3
27.0,79.0,7.0,0,0,0,1,0,0,3
31.0,66.0,4.0,0,0,1,0,1,1,0
21.6,86.0,303.0,1,0,1,1,0,0,0
20.7,69.0,49.0,1,0,0,0,1,0,3
13.7,73.0,291.0,0,1,1,1,0,1,0
24.3,32.0,264.0,0,1,0,0,1,0,3
27.7,62.0,255.0,0,0,1,1,1,0,0
19.8,44.0,134.0,0,1,0,0,1,0,3
13.6,64.0,178.0,0,1,1,1,1,1,0
17.6,75.0,141.0,1,1,0,1,0,0,3
32.8,78.0,129.0,0,0,0,0,0,1,3
25.5,89.0,86.0,0,0,0,0,0,0,3
29.8,38.0,317.0,0,1,1,0,0,0,0
17.1,60.0,202.0,0,0,1,1,1,1,0
34.7,76.0,136.0,1,0,0,1,0,0,3
27.5,48.0,41.0,0,1,0,1,1,1,3
14.9,65.0,315.0,0,0,0,1,1,0,3
11.5,50.0,195.0,1,1,1,1,0,1,0
31.6,35.0,3.0,1,1,1,0,0,1,0
22.6,40.0,178.0,1,0,1,0,1,0,0
16.2,78.0,225.0,0,1,0,0,1,0,3
13.6,60.0,327.0,0,0,1,0,0,1,0
23.0,41.0,192.0,0,0,1,1,0,0,0
22.1,73.0,95.0,1,1,0,1,1,0,3
34.5,57.0,87.0,0,1,1,0,1,1,0
21.7,33.0,273.0,0,0,0,0,0,0,3
10.4,30.0,263.0,0,1,1,0,0,1,0
24.0,34.0,306.0,1,0,0,0,0,1,3
18.1,86.0,224.0,0,0,1,1,0,1,0
10.2,74.0,192.0,1,1,1,1,1,1,0
31.5,47.0,351.0,1,1,0,0,1,0,3
13.8,75.0,317.0,1,1,0,0,1,1,3
20.9,59.0,311.0,1,0,1,0,0,0,0
21.0,89.0,8.0,0,1,1,0,0,0,0
14.9,42.0,202.0,0,1,1,1,1,0,0
34.3,31.0,24.0,1,0,0,0,1,1,3
28.8,45.0,135.0,0,1,0,0,1,0,3
15.2,71.0,140.0,0,1,0,1,1,0,3
15.7,60.0,87.0,1,0,1,0,0,1,0
23.1,53.0,302.0,0,1,0,0,1,1,3
13.8,54.0,152.0,0,1,0,0,1,1,3
21.1,37.0,242.0,1,0,0,1,1,0,3
13.2,45.0,53.0,1,0,0,0,0,1,3
17.5,38.0,332.0,0,0,0,0,0,0,3
11.8,39.0,283.0,1,1,0,1,1,1,3
27.2,62.0,33.0,0,1,0,0,0,1,3
12.9,38.0,61.0,1,0,0,1,1,1,3
28.1,66.0,275.0,1,0,1,0,1,1,0
12.0,34.0,343.0,1,1,1,1,1,0,0
27.7,68.0,56.0,0,1,1,1,1,1,0
15.0,31.0,351.0,1,0,0,1,1,0,3
15.3,35.0,114.0,1,1,1,1,0,0,0
22.1,42.0,321.0,1,1,0,1,0,0,3
25.5,47.0,350.0,1,1,0,1,0,1,3
15.1,57.0,327.0,0,0,1,0,1,0,0
32.7,72.0,279.0,0,1,0,0,0,1,3
19.0,63.0,95.0,0,1,1,1,0,0,0
18.4,69.0,358.0,0,0,1,1,1,1,0
26.6,85.0,92.0,1,0,1,0,0,1,0
16.6,69.0,215.0,1,0,1,1,1,1,0
28.4,38.0,22.0,1,0,0,0,0,1,3
25.2,47.0,39.0,1,1,1,0,1,1,0
26.6,31.0,147.0,0,0,0,0,0,0,3
25.6,72.0,104.0,1,0,1,1,1,0,0
19.3,57.0,261.0,0,1,0,0,0,0,3
16.9,42.0,89.0,0,0,1,1,0,0,0
11.9,44.0,54.0,0,0,1,0,0,1,0
23.2,79.0,90.0,0,1,1,1,1,1,0
22.7,72.0,118.0,1,0,1,0,0,1,0
15.3,58.0,32.0,1,1,1,1,0,0,0
33.1,64.0,56.0,0,0,1,0,1,1,0
17.2,64.0,240.0,0,1,0,0,0,1,3
25.0,44.0,300.0,1,1,0,0,0,1,3
15.4,89.0,275.0,0,1,1,1,0,1,0
21.8,83.0,271.0,0,1,1,1,1,0,0
29.0,50.0,284.0,1,0,1,1,0,0,0
33.1,78.0,295.0,1,1,1,0,1,0,0
10.5,80.0,284.0,1,1,0,0,1,1,3
25.5,34.0,317.0,1,1,0,1,0,0,3
22.1,50.0,18.0,1,1,0,1,0,1,3
23.7,83.0,140.0,0,1,0,1,0,0,3
19.1,53.0,117.0,0,0,0,1,1,0,3
34.5,85.0,173.0,1,1,0,0,0,0,3
20.3,80.0,163.0,1,0,0,1,1,0,3
12.6,61.0,145.0,1,0,0,1,1,0,3
12.9,78.0,103.0,1,1,1,1,0,1,0
33.4,82.0,280.0,0,1,0,0,1,0,3
15.7,37.0,241.0,0,0,1,0,1,1,0
34.7,65.0,31.0,1,0,1,1,1,1,0
30.4,87.0,241.0,0,1,0,1,0,0,3
10.6,41.0,320.0,0,1,1,1,0,1,0
29.6,70.0,287.0,1,1,1,1,1,0,0
10.6,89.0,108.0,1,0,0,1,1,1,3
18.0,71.0,162.0,1,1,1,0,1,1,0
31.5,39.0,188.0,1,1,1,0,0,1,0
28.6,37.0,174.0,1,1,1,0,1,0,0
29.9,39.0,292.0,0,0,0,0,1,1,3
25.4,55.0,277.0,1,0,1,1,1,0,0
13.5,58.0,357.0,1,1,1,0,1,1,0
32.1,45.0,127.0,0,1,0,0,1,1,3
34.8,43.0,266.0,1,0,1,0,1,0,0
22.2,59.0,45.0,1,0,1,1,1,0,0
14.0,77.0,53.0,1,1,0,1,0,1,3
10.2,67.0,233.0,1,1,1,1,1,1,0
20.3,58.0,123.0,1,1,1,0,0,1,0
33.6,51.0,229.0,1,1,0,1,1,1,3
21.6,39.0,102.0,0,1,0,0,0,1,3
19.8,64.0,282.0,1,1,1,1,1,1,0
28.8,64.0,61.0,0,0,1,0,0,1,0
12.7,51.0,143.0,1,0,0,0,0,1,3
11.5,53.0,358.0,1,0,0,0,0,0,3
32.9,68.0,160.0,1,1,0,1,0,0,3
20.6,82.0,202.0,0,0,0,0,0,1,3
17.2,63.0,99.0,0,0,0,1,1,0,3
15.7,31.0,111.0,1,1,1,0,1,1,0
10.5,64.0,160.0,0,0,1,0,1,1,0
13.2,57.0,221.0,1,0,1,1,1,1,0
18.8,60.0,59.0,0,0,0,0,1,0,3
18.1,36.0,252.0,0,1,0,1,1,0,3
23.9,47.0,162.0,0,0,1,1,1,1,0
29.7,46.0,309.0,0,0,0,0,0,1,3
18.8,65.0,272.0,0,0,1,0,1,1,0
20.7,48.0,357.0,1,1,0,0,0,0,3
17.2,41.0,252.0,1,1,0,1,0,0,3
22.3,58.0,184.0,0,0,0,0,0,1,3
15.0,81.0,206.0,0,1,1,0,1,1,0
28.5,42.0,274.0,1,1,1,1,0,0,0
18.2,45.0,113.0,0,0,1,1,1,1,0
22.5,82.0,9.0,1,1,0,1,1,1,3
22.6,83.0,53.0,1,1,0,1,1,1,3
26.3,62.0,143.0,0,1,1,1,1,1,0
33.4,73.0,121.0,1,0,1,0,1,1,0
19.3,66.0,45.0,1,0,0,0,0,0,3
18.7,39.0,322.0,0,1,1,1,0,1,0
34.2,82.0,114.0,0,1,0,1,1,0,3
19.4,79.0,342.0,0,0,0,0,1,1,3
13.9,50.0,218.0,1,1,0,1,0,0,3
20.0,44.0,340.0,1,0,0,0,0,1,3
27.4,74.0,233.0,1,1,0,0,1,0,3
26.8,55.0,186.0,0,0,0,0,1,0,3
30.5,65.0,17.0,0,1,1,0,1,0,0
21.3,42.0,136.0,1,0,0,1,0,1,3
22.5,80.0,82.0,0,1,0,0,0,0,3
15.3,44.0,92.0,0,0,1,0,0,1,0
29.3,53.0,349.0,1,0,1,1,0,1,0
10.7,77.0,91.0,1,0,0,0,1,0,3
32.1,48.0,115.0,0,0,1,1,0,1,0
31.0,70.0,88.0,1,0,0,1,1,0,3
20.2,76.0,18.0,0,0,0,1,0,0,3
19.7,80.0,215.0,0,0,1,0,1,1,0
27.6,51.0,343.0,0,0,1,1,1,1,0
20.9,71.0,98.0,0,1,1,1,1,1,0
11.8,56.0,334.0,1,1,0,0,0,1,3
33.7,88.0,246.0,0,1,0,0,1,1,3
32.0,80.0,240.0,1,0,0,1,0,0,3
16.3,78.0,145.0,0,1,1,1,0,1,0
10.7,60.0,262.0,0,0,0,1,0,1,3
31.0,65.0,191.0,1,1,1,0,1,1,0
23.3,47.0,21.0,0,0,0,0,1,0,3
19.5,30.0,99.0,0,1,0,0,1,0,3
29.6,51.0,128.0,0,1,0,0,1,0,3
22.7,52.0,194.0,1,0,0,0,0,0,3
18.6,44.0,125.0,1,0,1,0,1,1,0
18.2,76.0,30.0,1,0,1,1,0,0,0
11.3,31.0,111.0,1,1,0,0,1,1,3
26.5,31.0,335.0,1,1,0,0,1,1,3
27.6,30.0,268.0,1,0,1,1,0,1,0
31.0,47.0,221.0,1,1,0,1,0,1,3
12.1,36.0,302.0,1,0,1,1,1,1,0
24.9,33.0,168.0,0,0,0,0,0,0,3
10.0,44.0,107.0,1,0,1,0,1,0,0
22.2,58.0,251.0,0,0,1,1,1,0,0
20.9,82.0,31.0,1,1,0,1,0,1,3
30.4,74.0,251.0,1,1,1,0,1,0,0
22.2,35.0,198.0,1,0,0,0,1,0,3
14.2,64.0,112.0,1,1,1,1,0,1,0
25.9,41.0,207.0,1,0,1,0,1,0,0
28.4,47.0,342.0,0,1,1,1,0,0,0
28.1,75.0,313.0,1,0,0,1,1,1,3
29.9,33.0,168.0,1,1,0,0,0,1,3
18.3,35.0,249.0,1,1,0,0,0,1,3
17.7,51.0,310.0,1,0,0,0,1,1,3
30.9,41.0,228.0,1,0,1,1,1,1,0
21.6,71.0,31.0,0,0,0,0,1,1,3
12.2,85.0,353.0,1,0,0,1,0,1,3
19.9,87.0,89.0,1,0,0,0,0,1,3
17.1,49.0,265.0,0,1,1,1,1,0,0
22.7,45.0,46.0,1,0,1,0,1,0,0
15.4,82.0,180.0,0,1,0,1,0,1,3
34.9,47.0,325.0,0,0,1,1,1,1,0
29.5,79.0,365.0,1,1,1,0,1,1,0
19.1,49.0,60.0,0,0,0,0,0,1,3
17.1,41.0,12.0,0,0,0,0,0,1,3
24.7,43.0,113.0,1,1,0,0,1,1,3
18.8,74.0,298.0,1,0,1,0,0,0,0
25.8,46.0,122.0,0,0,0,0,1,1,3
31.4,73.0,90.0,1,1,1,1,1,1,0
34.9,50.0,284.0,0,1,0,0,1,1,3
31.1,68.0,240.0,1,0,1,0,1,0,0
15.1,64.0,341.0,0,1,1,1,0,0,0
20.5,84.0,264.0,0,1,0,1,1,1,3
20.4,49.0,76.0,1,1,1,0,0,0,0
28.7,81.0,214.0,1,0,0,0,1,1,3
11.4,39.0,305.0,1,1,0,1,0,1,3
30.0,74.0,309.0,0,0,0,1,0,0,3
11.7,45.0,303.0,1,1,1,1,0,0,0
30.2,33.0,238.0,1,1,1,1,0,1,0
10.4,67.0,39.0,1,0,0,1,0,0,3
30.0,81.0,180.0,1,0,1,0,1,1,0
15.4,77.0,204.0,0,0,0,0,0,0,3
31.6,61.0,159.0,0,0,0,1,0,0,3
21.6,56.0,267.0,1,1,1,1,1,1,0
27.0,66.0,340.0,0,0,1,0,1,1,0
14.3,57.0,211.0,0,1,0,1,0,0,3
16.1,35.0,13.0,1,1,1,1,0,1,0
31.3,66.0,294.0,0,0,1,0,1,1,0
28.9,32.0,38.0,0,0,1,0,1,1,0
29.1,85.0,161.0,1,0,0,1,1,1,3
12.2,69.0,134.0,1,0,1,1,0,1,0
13.6,50.0,172.0,0,0,1,1,1,1,0
26.0,82.0,38.0,0,1,1,0,0,1,0
14.4,65.0,362.0,0,1,1,1,0,0,0
22.4,51.0,33.0,1,1,0,0,0,1,3
23.7,41.0,138.0,1,0,0,0,1,0,3
26.5,45.0,39.0,1,0,0,0,0,0,3
21.6,36.0,57.0,1,1,0,1,0,0,3
34.9,70.0,229.0,1,1,1,1,0,1,0
16.5,86.0,114.0,1,0,0,0,1,0,3
14.9,64.0,4.0,1,0,0,1,0,0,3
31.7,88.0,215.0,1,0,0,0,0,0,3
25.6,43.0,350.0,1,1,0,0,0,1,3
19.8,88.0,168.0,1,1,0,1,1,1,3
24.9,78.0,24.0,1,1,0,1,0,1,3
25.4,74.0,116.0,0,0,0,0,1,0,3
28.4,34.0,242.0,1,0,1,1,0,0,0
30.7,41.0,273.0,1,0,0,1,0,0,3
28.5,40.0,32.0,0,0,1,1,0,0,0
12.1,64.0,363.0,0,1,0,1,0,0,3
19.8,84.0,220.0,0,0,1,1,1,0,0
16.2,49.0,179.0,0,0,1,0,0,1,0
25.2,48.0,288.0,1,0,0,1,1,1,3
32.3,40.0,78.0,1,0,0,1,1,0,3
13.8,57.0,63.0,1,0,1,0,1,0,0
15.2,60.0,152.0,1,0,1,0,0,1,0
33.5,89.0,38.0,0,0,1,1,0,1,0
24.9,87.0,293.0,0,1,1,1,1,1,0
19.5,35.0,346.0,1,0,1,0,0,0,0
24.0,89.0,296.0,0,0,0,0,0,0,3
26.8,77.0,352.0,1,1,0,0,0,1,3
22.6,36.0,229.0,1,0,0,1,1,0,3
33.1,38.0,35.0,0,0,1,0,0,0,0
20.4,60.0,28.0,1,1,1,0,0,1,0
32.3,44.0,29.0,0,0,1,0,1,1,0
15.0,55.0,307.0,0,0,0,0,0,1,3
32.5,30.0,327.0,0,1,1,0,0,0,0
19.7,56.0,208.0,1,0,1,0,1,1,0
13.2,73.0,350.0,0,1,0,0,1,0,3
15.6,66.0,285.0,0,1,0,1,0,1,3
12.5,61.0,230.0,0,1,0,0,0,0,3
24.9,37.0,342.0,1,1,0,0,1,1,3
23.0,38.0,358.0,1,1,1,1,1,0,0
13.5,51.0,140.0,0,0,0,0,1,0,3
30.9,77.0,82.0,0,1,1,1,1,0,0
27.2,76.0,351.0,0,1,0,1,0,1,3
34.2,72.0,26.0,0,1,0,0,1,1,3
30.5,55.0,308.0,0,0,1,0,1,1,0
32.0,51.0,295.0,1,0,0,0,1,1,3
18.8,43.0,202.0,1,1,1,1,0,1,0
34.7,31.0,123.0,1,1,1,0,0,1,0
16.6,48.0,345.0,1,0,0,1,0,0,3
12.0,70.0,244.0,0,1,1,0,1,0,0
31.0,32.0,227.0,0,1,1,1,1,1,0
27.0,67.0,295.0,0,0,0,0,0,0,3
16.9,51.0,261.0,1,1,1,1,0,0,0
12.0,37.0,9.0,1,0,1,0,1,0,0
